Label,lumMean,lumSD,area,lwMean,lwSD,mwMean,mwSD,swMean,swSD
aggeneys_olivacea_CDE/CDE_b01_a1,0.141040768,0.097937710,56865,0.141040768,0.097937710,0.115646249,0.090871309,0.069091463,0.066933605
aggeneys_olivacea_CDE/CDE_b01_a2,0.130354661,0.070308302,39876,0.130354661,0.070308302,0.105417103,0.060084331,0.061949705,0.036646781
aggeneys_olivacea_CDE/CDE_b01_a3,0.140697582,0.084464060,46425,0.140697582,0.084464060,0.114344667,0.073044143,0.064979941,0.040231809
aggeneys_olivacea_CDE/CDE_b01_b1,0.215295800,0.087645487,195770,0.215295800,0.087645487,0.199242382,0.084205054,0.157456595,0.065795707
aggeneys_olivacea_CDE/CDE_b01_b2,0.269547055,0.090742496,57142,0.269547055,0.090742496,0.230234438,0.087580179,0.161486469,0.067375822
aggeneys_olivacea_CDE/CDE_b01_b3,0.131631388,0.076066069,92754,0.131631388,0.076066069,0.114924147,0.071043460,0.088878684,0.052670786
aggeneys_olivacea_CDE/CDE_b01_c1,0.116296058,0.070260681,42798,0.116296058,0.070260681,0.081124502,0.067637348,0.037826208,0.047562013
aggeneys_olivacea_CDE/CDE_b01_c2,0.121581659,0.054215022,7705,0.121581659,0.054215022,0.085665641,0.051045378,0.041044928,0.032814630
aggeneys_olivacea_CDE/CDE_b01_c3,0.131188790,0.083772510,9333,0.131188790,0.083772510,0.093542306,0.078793446,0.051350821,0.056292050
aggeneys_olivacea_CDE/CDE_b02_a1,0.117841552,0.062032679,52314,0.117841552,0.062032679,0.102313740,0.054731673,0.069658977,0.036557714
aggeneys_olivacea_CDE/CDE_b02_a2,0.109728460,0.052404080,28675,0.109728460,0.052404080,0.095917413,0.048709680,0.067476748,0.038292868
aggeneys_olivacea_CDE/CDE_b02_a3,0.160996723,0.100437930,39127,0.160996723,0.100437930,0.143959043,0.089204363,0.099635894,0.055292773
aggeneys_olivacea_CDE/CDE_b02_b1,0.241697153,0.067211594,133233,0.241697153,0.067211594,0.200502258,0.061974951,0.127972094,0.046461640
aggeneys_olivacea_CDE/CDE_b02_b2,0.124888036,0.049787047,34329,0.124888036,0.049787047,0.114105852,0.046999713,0.095065858,0.037832993
aggeneys_olivacea_CDE/CDE_b02_b3,0.249501494,0.117545560,184555,0.249501494,0.117545560,0.222468687,0.112346479,0.180385442,0.089014353
aggeneys_olivacea_CDE/CDE_b02_b4,0.323290108,0.115724011,145700,0.323290108,0.115724011,0.289163470,0.113439980,0.213122007,0.098423390
aggeneys_olivacea_CDE/CDE_b02_b5,0.260118376,0.100121473,35265,0.260118376,0.100121473,0.214046036,0.095779012,0.129473282,0.068577863
aggeneys_olivacea_CDE/CDE_b02_b6,0.132824828,0.037384049,20960,0.132824828,0.037384049,0.111381864,0.036285124,0.073985550,0.030703141
aggeneys_olivacea_CDE/CDE_b02_c1,0.085179666,0.053918224,36585,0.085179666,0.053918224,0.056987643,0.049052548,0.028598487,0.034432581
aggeneys_olivacea_CDE/CDE_b02_c2,0.111685801,0.038510879,25421,0.111685801,0.038510879,0.081549214,0.036341702,0.040954061,0.025823864
aggeneys_olivacea_CDE/CDE_b03_a1,0.173064214,0.081225863,61125,0.173064214,0.081225863,0.147890715,0.071964889,0.100312701,0.046891967
aggeneys_olivacea_CDE/CDE_b03_a2,0.181805816,0.081021348,53035,0.181805816,0.081021348,0.154361614,0.072116114,0.100080583,0.048596851
aggeneys_olivacea_CDE/CDE_b03_a3,0.179779066,0.069005003,26127,0.179779066,0.069005003,0.146228101,0.062035357,0.092819590,0.042193279
aggeneys_olivacea_CDE/CDE_b03_b1,0.357003795,0.082315689,19717,0.357003795,0.082315689,0.304300322,0.079378538,0.189873737,0.060794000
aggeneys_olivacea_CDE/CDE_b03_b2,0.177268160,0.077657324,23986,0.177268160,0.077657324,0.153273683,0.076421243,0.112874969,0.059918083
aggeneys_olivacea_CDE/CDE_b03_b3,0.355125832,0.115618560,64406,0.355125832,0.115618560,0.302965072,0.112869142,0.191554860,0.086596480
aggeneys_olivacea_CDE/CDE_b03_b4,0.282775770,0.068175578,13728,0.282775770,0.068175578,0.229685410,0.066605079,0.128069330,0.048859230
aggeneys_olivacea_CDE/CDE_b03_b5,0.054087290,0.032782835,7720,0.054087290,0.032782835,0.048633405,0.031160509,0.040231457,0.024049614
aggeneys_olivacea_CDE/CDE_b03_b6,0.349603938,0.056616734,17859,0.349603938,0.056616734,0.317543728,0.055497923,0.235662462,0.046734484
aggeneys_olivacea_CDE/CDE_b03_b7,0.340575175,0.092497486,91851,0.340575175,0.092497486,0.287104490,0.089450932,0.168969677,0.067344847
aggeneys_olivacea_CDE/CDE_b03_b8,0.154657890,0.072654189,126576,0.154657890,0.072654189,0.129576843,0.067701088,0.089737722,0.047948229
aggeneys_olivacea_CDE/CDE_b03_b9,0.120558243,0.034381756,6662,0.120558243,0.034381756,0.087426606,0.031323012,0.035830750,0.019542324
aggeneys_olivacea_CDE/CDE_b04_a1,0.138543192,0.069276409,69392,0.138543192,0.069276409,0.125182413,0.060871431,0.099863430,0.039982344
aggeneys_olivacea_CDE/CDE_b04_a2,0.137054409,0.044398999,64010,0.137054409,0.044398999,0.121474124,0.039924661,0.098429071,0.029101257
aggeneys_olivacea_CDE/CDE_b04_a3,0.127419955,0.042089385,43852,0.127419955,0.042089385,0.114293584,0.036836506,0.093842145,0.025366381
aggeneys_olivacea_CDE/CDE_b04_b1,0.168576446,0.077918220,283311,0.168576446,0.077918220,0.148421422,0.070098390,0.110874870,0.048437415
aggeneys_olivacea_CDE/CDE_b04_b10,0.132133901,0.021031237,579,0.132133901,0.021031237,0.104515295,0.019249878,0.067679689,0.011217375
aggeneys_olivacea_CDE/CDE_b04_b11,0.318668139,0.072131363,11525,0.318668139,0.072131363,0.276690071,0.066333289,0.197541201,0.047023778
aggeneys_olivacea_CDE/CDE_b04_b12,0.320177101,0.050566598,24501,0.320177101,0.050566598,0.270287200,0.047129455,0.167279470,0.035493415
aggeneys_olivacea_CDE/CDE_b04_b13,0.327748177,0.089387593,53184,0.327748177,0.089387593,0.287762716,0.089780498,0.205529462,0.079290332
aggeneys_olivacea_CDE/CDE_b04_b14,0.491237872,0.148517489,180,0.491237872,0.148517489,0.461839691,0.143165296,0.371461536,0.111204021
aggeneys_olivacea_CDE/CDE_b04_b15,0.212060132,0.056139803,21409,0.212060132,0.056139803,0.173242603,0.049978168,0.114334534,0.034357548
aggeneys_olivacea_CDE/CDE_b04_b16,0.192397964,0.052996990,14937,0.192397964,0.052996990,0.164240427,0.049312691,0.117492977,0.037707057
aggeneys_olivacea_CDE/CDE_b04_b17,0.121165627,0.041040711,7443,0.121165627,0.041040711,0.109368959,0.037878390,0.088311240,0.027772496
aggeneys_olivacea_CDE/CDE_b04_b2,0.256701212,0.079893072,345057,0.256701212,0.079893072,0.220878291,0.073858107,0.155827133,0.053957843
aggeneys_olivacea_CDE/CDE_b04_b3,0.211705933,0.056241608,25436,0.211705933,0.056241608,0.195242658,0.053798762,0.149430481,0.043463463
aggeneys_olivacea_CDE/CDE_b04_b4,0.279889079,0.060223618,24621,0.279889079,0.060223618,0.232650520,0.057888649,0.156590445,0.041021131
aggeneys_olivacea_CDE/CDE_b04_b5,0.225500977,0.049359976,4405,0.225500977,0.049359976,0.200276302,0.044357547,0.138699250,0.031251444
aggeneys_olivacea_CDE/CDE_b04_b6,0.196649466,0.052443946,192594,0.196649466,0.052443946,0.160648071,0.048385292,0.096802694,0.030747570
aggeneys_olivacea_CDE/CDE_b04_b7,0.166465055,0.087882099,113582,0.166465055,0.087882099,0.134451702,0.076784382,0.092152759,0.048218478
aggeneys_olivacea_CDE/CDE_b04_b8,0.409335418,0.099103172,49810,0.409335418,0.099103172,0.367004140,0.097282905,0.255450487,0.080326400
aggeneys_olivacea_CDE/CDE_b04_b9,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_c1,0.106744561,0.025867879,1895,0.106744561,0.025867879,0.078780729,0.023334136,0.050182876,0.012954752
aggeneys_olivacea_CDE/CDE_b04_c2,0.097154666,0.029180409,4252,0.097154666,0.029180409,0.075188105,0.028296455,0.052559442,0.021464596
aggeneys_olivacea_CDE/CDE_b04_p1,0.168576446,0.077918220,283311,0.168576446,0.077918220,0.148421422,0.070098390,0.110874870,0.048437415
aggeneys_olivacea_CDE/CDE_b04_p2,0.196649466,0.052443946,192594,0.196649466,0.052443946,0.160648071,0.048385292,0.096802694,0.030747570
aggeneys_olivacea_CDE/CDE_b04_p3,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_p4,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_p5,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_p6,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_p7,0.188999591,0.060015444,510183,0.188999591,0.060015444,0.163130581,0.056396253,0.120738140,0.041417152
aggeneys_olivacea_CDE/CDE_b04_p8,0.327748177,0.089387593,53184,0.327748177,0.089387593,0.287762716,0.089780498,0.205529462,0.079290332
aggeneys_olivacea_CDE/CDE_b05_a1,0.144103105,0.064500462,68999,0.144103105,0.064500462,0.125182099,0.054774562,0.092249070,0.029962208
aggeneys_olivacea_CDE/CDE_b05_a2,0.144909998,0.051739998,68311,0.144909998,0.051739998,0.124848720,0.045170279,0.093427228,0.027737605
aggeneys_olivacea_CDE/CDE_b05_a3,0.138251926,0.033957556,44703,0.138251926,0.033957556,0.121102395,0.029093662,0.091240249,0.017459335
aggeneys_olivacea_CDE/CDE_b05_b1,0.141202446,0.045794204,47190,0.141202446,0.045794204,0.112563784,0.042503265,0.080678198,0.029505807
aggeneys_olivacea_CDE/CDE_b05_b2,0.234042521,0.044672363,8809,0.234042521,0.044672363,0.208706188,0.039994425,0.162812522,0.039360635
aggeneys_olivacea_CDE/CDE_b05_b3,0.193468540,0.040154495,69108,0.193468540,0.040154495,0.162263014,0.038594145,0.116320068,0.031127745
aggeneys_olivacea_CDE/CDE_b05_b4,0.216215222,0.071254082,36858,0.216215222,0.071254082,0.177613488,0.066269030,0.124146782,0.046090397
aggeneys_olivacea_CDE/CDE_b05_b5,0.276009385,0.050448629,6843,0.276009385,0.050448629,0.250314334,0.051866281,0.189940380,0.046023930
aggeneys_olivacea_CDE/CDE_b05_c1,0.145942676,0.046390865,23074,0.145942676,0.046390865,0.113013578,0.041405782,0.070554091,0.025967285
aggeneys_olivacea_CDE/CDE_b05_c2,0.098205930,0.039633142,4611,0.098205930,0.039633142,0.075694318,0.037402499,0.050395811,0.026288078
aggeneys_olivacea_CDE/CDE_b06_a1,0.112178843,0.055869592,41014,0.112178843,0.055869592,0.094820374,0.049625152,0.064503373,0.030562926
aggeneys_olivacea_CDE/CDE_b06_a2,0.102803911,0.059401095,32051,0.102803911,0.059401095,0.088406237,0.052763999,0.065486472,0.034463667
aggeneys_olivacea_CDE/CDE_b06_a3,0.087081164,0.063815341,37639,0.087081164,0.063815341,0.073710430,0.054157120,0.053677807,0.031099191
aggeneys_olivacea_CDE/CDE_b06_b1,0.121758015,0.074120196,1466464,0.121758015,0.074120196,0.097668885,0.067210258,0.066259732,0.045178736
aggeneys_olivacea_CDE/CDE_b06_b2,0.512249521,0.088308710,582057,0.512249521,0.088308710,0.487121046,0.087832565,0.407356686,0.080758196
aggeneys_olivacea_CDE/CDE_b06_c1,0.073815700,0.047639485,30096,0.073815700,0.047639485,0.048763432,0.045405529,0.024890439,0.029240204
aggeneys_olivacea_CDE/CDE_b06_c2,0.063170004,0.041295027,12831,0.063170004,0.041295027,0.041080347,0.035738991,0.017373311,0.020845611
aggeneys_olivacea_CDE/CDE_b07_a1,0.157216403,0.075930738,55126,0.157216403,0.075930738,0.067860304,0.040647282,0.215686000,0.070868303
aggeneys_olivacea_CDE/CDE_b07_a2,0.186073602,0.099630918,64432,0.186073602,0.099630918,0.085391674,0.058176060,0.239193398,0.101653511
aggeneys_olivacea_CDE/CDE_b07_a3,0.137656427,0.088780852,77508,0.137656427,0.088780852,0.055402037,0.049084989,0.187209529,0.085903349
aggeneys_olivacea_CDE/CDE_b07_b1,0.246184983,0.114681536,1132156,0.246184983,0.114681536,0.062699610,0.061997873,0.207733752,0.103279409
aggeneys_olivacea_CDE/CDE_b07_b2,0.567726557,0.098182007,39870,0.567726557,0.098182007,0.318766577,0.074453438,0.639683444,0.154497650
aggeneys_olivacea_CDE/CDE_b07_b3,0.258009015,0.078431436,49738,0.258009015,0.078431436,0.068769612,0.051763184,0.200543638,0.086631423
aggeneys_olivacea_CDE/CDE_b07_b4,0.358939696,0.080593541,39612,0.358939696,0.080593541,0.198705672,0.057224197,0.538995250,0.119879726
aggeneys_olivacea_CDE/CDE_b07_c1,0.092748036,0.043175538,11302,0.092748036,0.043175538,0.000879184,0.025156481,0.079231924,0.040666161
aggeneys_olivacea_CDE/CDE_b08_a1,0.129933306,0.085322635,92484,0.129933306,0.085322635,0.115960978,0.075369952,0.082103592,0.047613065
aggeneys_olivacea_CDE/CDE_b08_a2,0.114364086,0.046532114,34135,0.114364086,0.046532114,0.105205522,0.040997474,0.078220833,0.026163834
aggeneys_olivacea_CDE/CDE_b08_a3,0.152020411,0.077203237,47289,0.152020411,0.077203237,0.134567654,0.068780669,0.090561363,0.043255002
aggeneys_olivacea_CDE/CDE_b08_b1,0.124824298,0.073367864,374566,0.124824298,0.073367864,0.081538814,0.066304014,0.054222238,0.042717397
aggeneys_olivacea_CDE/CDE_b08_b2,0.255354588,0.096407815,51622,0.255354588,0.096407815,0.222157743,0.094387605,0.150854548,0.075345144
aggeneys_olivacea_CDE/CDE_b08_b3,0.227867947,0.077809970,93113,0.227867947,0.077809970,0.189940422,0.070956876,0.129669494,0.051772634
aggeneys_olivacea_CDE/CDE_b08_c1,0.085296664,0.042338065,4073,0.085296664,0.042338065,0.055442570,0.038091025,0.027169680,0.024559125
aggeneys_olivacea_CDE/CDE_b09_a1,0.178524190,0.064010253,46582,0.178524190,0.064010253,0.158140844,0.060859880,0.106561619,0.046050581
aggeneys_olivacea_CDE/CDE_b09_a2,0.197387346,0.070726592,54425,0.197387346,0.070726592,0.174199307,0.070044798,0.117715215,0.056654551
aggeneys_olivacea_CDE/CDE_b09_a3,0.223505307,0.074635731,52709,0.223505307,0.074635731,0.196811800,0.070423885,0.129989601,0.051386824
aggeneys_olivacea_CDE/CDE_b09_b1,0.385234715,0.099044927,34290,0.385234715,0.099044927,0.361251019,0.095706265,0.289007889,0.079460366
aggeneys_olivacea_CDE/CDE_b09_b2,0.336591170,0.115075333,215766,0.336591170,0.115075333,0.308354830,0.112667297,0.235613780,0.092134597
aggeneys_olivacea_CDE/CDE_b09_b3,0.213090417,0.107031264,68853,0.213090417,0.107031264,0.188100647,0.102362923,0.139317382,0.076233937
aggeneys_olivacea_CDE/CDE_b09_c1,0.160044695,0.043172778,3893,0.160044695,0.043172778,0.120511983,0.040853266,0.072318751,0.025758278
aggeneys_olivacea_CDE/CDE_b09_c2,0.115225629,0.049524266,15536,0.115225629,0.049524266,0.094675935,0.044727364,0.060490120,0.029247100
aggeneys_olivacea_CDE/CDE_b10_a1,0.102295058,0.067787296,35450,0.102295058,0.067787296,0.087381534,0.058706789,0.060490584,0.036392116
aggeneys_olivacea_CDE/CDE_b10_a2,0.066787596,0.030150008,20475,0.066787596,0.030150008,0.056782960,0.028334537,0.038457237,0.021860099
aggeneys_olivacea_CDE/CDE_b10_a3,0.060134886,0.045938749,26325,0.060134886,0.045938749,0.051086685,0.041342325,0.040229174,0.026809696
aggeneys_olivacea_CDE/CDE_b10_b1,0.338126663,0.111350464,295275,0.338126663,0.111350464,0.308240639,0.107937134,0.239038207,0.092106054
aggeneys_olivacea_CDE/CDE_b10_b2,0.186426291,0.084855485,43439,0.186426291,0.084855485,0.151910790,0.077029731,0.093954468,0.055575177
aggeneys_olivacea_CDE/CDE_b10_b3,0.386519450,0.048891544,27310,0.386519450,0.048891544,0.356753778,0.049490783,0.288035088,0.047566053
aggeneys_olivacea_CDE/CDE_b10_b4,0.238490662,0.074156349,154848,0.238490662,0.074156349,0.206328583,0.070625280,0.140921861,0.060062542
aggeneys_olivacea_CDE/CDE_b10_b5,0.317706143,0.084842274,39509,0.317706143,0.084842274,0.285107368,0.076403047,0.216349461,0.055055225
aggeneys_olivacea_CDE/CDE_b10_c1,0.085956674,0.036757973,1011,0.085956674,0.036757973,0.053647450,0.032601912,0.022283088,0.020981242
aggeneys_olivacea_CDE/CDE_b10_c2,0.137341620,0.059528724,8972,0.137341620,0.059528724,0.095686246,0.058281411,0.051258235,0.046009659
aggeneys_olivacea_CDE/CDE_b10_c3,0.113320228,0.058304415,3281,0.113320228,0.058304415,0.077372052,0.053681870,0.042791004,0.035190938
aggeneys_olivacea_CDE/CDE_b11_a1,0.104847938,0.047778689,44582,0.104847938,0.047778689,0.089263077,0.045684676,0.055789323,0.035242829
aggeneys_olivacea_CDE/CDE_b11_a2,0.061303608,0.032088190,33045,0.061303608,0.032088190,0.055470517,0.029685063,0.046244553,0.022556660
aggeneys_olivacea_CDE/CDE_b11_a3,0.084239515,0.046280439,34132,0.084239515,0.046280439,0.073797994,0.042343813,0.053423846,0.030709808
aggeneys_olivacea_CDE/CDE_b11_b1,0.288066875,0.117629437,76790,0.288066875,0.117629437,0.263076364,0.112870609,0.222883625,0.094824092
aggeneys_olivacea_CDE/CDE_b11_b2,0.399350397,0.151146648,111603,0.399350397,0.151146648,0.375160516,0.145390813,0.292483726,0.113453274
aggeneys_olivacea_CDE/CDE_b11_b3,0.131969528,0.077970463,43450,0.131969528,0.077970463,0.114234381,0.076052622,0.093093318,0.066197436
aggeneys_olivacea_CDE/CDE_b11_c1,0.103372756,0.048685559,5911,0.103372756,0.048685559,0.077270605,0.043945230,0.040541985,0.027664054
aggeneys_olivacea_CDE/CDE_b12_a1,0.213122394,0.084167042,45232,0.213122394,0.084167042,0.187790107,0.072081117,0.128844716,0.045200334
aggeneys_olivacea_CDE/CDE_b12_a2,0.193996777,0.062856635,47277,0.193996777,0.062856635,0.174732287,0.055651731,0.122472382,0.036217321
aggeneys_olivacea_CDE/CDE_b12_a3,0.192758621,0.064448784,43823,0.192758621,0.064448784,0.172340218,0.057665678,0.121326006,0.039239576
aggeneys_olivacea_CDE/CDE_b12_b1,0.258738996,0.069668379,7888,0.258738996,0.069668379,0.231204833,0.067768881,0.171125012,0.053337105
aggeneys_olivacea_CDE/CDE_b12_b2,0.288624133,0.067851480,2802,0.288624133,0.067851480,0.262769967,0.071376598,0.199858738,0.064606949
aggeneys_olivacea_CDE/CDE_b12_b3,0.331673937,0.050177337,4213,0.331673937,0.050177337,0.302668402,0.049371596,0.232916097,0.040803980
aggeneys_olivacea_CDE/CDE_b12_b4,0.410663722,0.070502607,38841,0.410663722,0.070502607,0.369892036,0.065858690,0.273474704,0.060036138
aggeneys_olivacea_CDE/CDE_b12_b5,0.497027604,0.099319852,3807,0.497027604,0.099319852,0.442276765,0.091543672,0.276816157,0.066140186
aggeneys_olivacea_CDE/CDE_b12_b6,0.468461181,0.095351706,2638,0.468461181,0.095351706,0.438509279,0.091233482,0.329375080,0.071302285
aggeneys_olivacea_CDE/CDE_b13_a1,0.188909411,0.071146244,62727,0.188909411,0.071146244,0.164676564,0.066171286,0.106734980,0.046242133
aggeneys_olivacea_CDE/CDE_b13_a2,0.182204509,0.044791265,45347,0.182204509,0.044791265,0.159397802,0.040504924,0.105381124,0.028364985
aggeneys_olivacea_CDE/CDE_b13_a3,0.159511022,0.078136796,50965,0.159511022,0.078136796,0.137667959,0.066885371,0.091094513,0.038113347
aggeneys_olivacea_CDE/CDE_b13_b1,0.290307013,0.087482131,79005,0.290307013,0.087482131,0.258558603,0.078916810,0.185567306,0.055366917
aggeneys_olivacea_CDE/CDE_b13_b2,0.221980355,0.080675745,238230,0.221980355,0.080675745,0.208298712,0.077785656,0.182764213,0.064937866
aggeneys_olivacea_CDE/CDE_b13_b3,0.304111603,0.058468551,17012,0.304111603,0.058468551,0.264655334,0.059350927,0.183351271,0.049416448
aggeneys_olivacea_CDE/CDE_b13_b4,0.158733844,0.059042174,101628,0.158733844,0.059042174,0.142282940,0.056871300,0.114185526,0.044804693
aggeneys_olivacea_CDE/CDE_b14_a1,0.179171885,0.073238069,30524,0.179171885,0.073238069,0.159971687,0.066720634,0.110210457,0.043958560
aggeneys_olivacea_CDE/CDE_b14_a2,0.182538989,0.083028980,43487,0.182538989,0.083028980,0.157842986,0.072443944,0.099016040,0.044091710
aggeneys_olivacea_CDE/CDE_b14_a3,0.082788991,0.039836283,41518,0.082788991,0.039836283,0.073245102,0.035346876,0.054620150,0.023130790
aggeneys_olivacea_CDE/CDE_b14_b1,0.296878364,0.090185566,229586,0.296878364,0.090185566,0.265931138,0.089276620,0.208605631,0.077373089
aggeneys_olivacea_CDE/CDE_b14_b2,0.208059803,0.043026914,2732,0.208059803,0.043026914,0.170222144,0.039173016,0.113604840,0.026208182
aggeneys_olivacea_CDE/CDE_b14_b3,0.287620493,0.103762579,889320,0.287620493,0.103762579,0.258156276,0.100009435,0.198147526,0.081625039
aggeneys_olivacea_CDE/CDE_b14_b4,0.247589540,0.087046997,75686,0.247589540,0.087046997,0.214221819,0.077113296,0.138743855,0.047203082
aggeneys_olivacea_CDE/CDE_b14_b5,0.295743486,0.086305527,421364,0.295743486,0.086305527,0.266433398,0.084204737,0.214503674,0.071676044
aggeneys_olivacea_CDE/CDE_b14_b6,0.197457835,0.042175492,24427,0.197457835,0.042175492,0.175717059,0.041700080,0.137101913,0.037058932
aggeneys_olivacea_CDE/CDE_b14_b7,0.362290818,0.107020902,1256577,0.362290818,0.107020902,0.336024001,0.108278692,0.261855300,0.093029776
aggeneys_olivacea_CDE/CDE_b14_c1,0.147855342,0.056200884,9575,0.147855342,0.056200884,0.113024348,0.053923220,0.068534738,0.036240597
aggeneys_olivacea_CDE/CDE_b15_a1,0.119274088,0.058610060,40061,0.119274088,0.058610060,0.103425906,0.051738606,0.070316391,0.033724978
aggeneys_olivacea_CDE/CDE_b15_a2,0.130214031,0.049141240,50078,0.130214031,0.049141240,0.113467090,0.046332718,0.075280841,0.033792072
aggeneys_olivacea_CDE/CDE_b15_a3,0.108663471,0.057725583,54045,0.108663471,0.057725583,0.096500775,0.049494627,0.070858086,0.030832928
aggeneys_olivacea_CDE/CDE_b15_b1,0.328908548,0.091760125,428364,0.328908548,0.091760125,0.306748562,0.091423764,0.257762556,0.082846995
aggeneys_olivacea_CDE/CDE_b15_b2,0.201506027,0.031564299,5431,0.201506027,0.031564299,0.173787402,0.030274958,0.122313138,0.026079411
aggeneys_olivacea_CDE/CDE_b15_b3,0.218828890,0.026843577,929,0.218828890,0.026843577,0.198155571,0.027351182,0.149892656,0.029943771
aggeneys_olivacea_CDE/CDE_b15_b4,0.311493794,0.073129488,185510,0.311493794,0.073129488,0.297917097,0.073105796,0.273155624,0.073181306
aggeneys_olivacea_CDE/CDE_b15_b5,0.205903579,0.067259709,121862,0.205903579,0.067259709,0.197686009,0.068273689,0.185122381,0.065776112
aggeneys_olivacea_CDE/CDE_b15_b6,0.216021666,0.058656103,69496,0.216021666,0.058656103,0.192822212,0.058857085,0.154992149,0.052984352
aggeneys_olivacea_CDE/CDE_b15_c1,0.106462396,0.039827657,46500,0.106462396,0.039827657,0.080467957,0.037178208,0.045330330,0.025447161
aggeneys_olivacea_CDE/CDE_b16_a1,0.140076641,0.061025439,41260,0.140076641,0.061025439,0.114719832,0.055084744,0.068250267,0.037754424
aggeneys_olivacea_CDE/CDE_b16_a2,0.141588686,0.067966340,31128,0.141588686,0.067966340,0.116614147,0.061778626,0.069798903,0.043263619
aggeneys_olivacea_CDE/CDE_b16_a3,0.117732844,0.055539973,43073,0.117732844,0.055539973,0.099336060,0.052496629,0.063979971,0.039020570
aggeneys_olivacea_CDE/CDE_b16_b1,0.224732626,0.067299301,77355,0.224732626,0.067299301,0.191295749,0.067759312,0.116567505,0.065168671
aggeneys_olivacea_CDE/CDE_b16_b2,0.234596422,0.073704826,11363,0.234596422,0.073704826,0.198531755,0.075577450,0.153750383,0.068468528
aggeneys_olivacea_CDE/CDE_b16_b3,0.361535764,0.109968714,22744,0.361535764,0.109968714,0.335842034,0.109719360,0.268003776,0.096558289
aggeneys_olivacea_CDE/CDE_b16_b4,0.183910698,0.075871238,898870,0.183910698,0.075871238,0.165665973,0.075324623,0.131204955,0.067345192
aggeneys_olivacea_CDE/CDE_b16_c1,0.051757697,0.042616064,8833,0.051757697,0.042616064,0.027559281,0.037939339,0.009180281,0.024421506
aggeneys_olivacea_CDE/CDE_b16_c2,0.097780157,0.054204907,4979,0.097780157,0.054204907,0.061824166,0.048588393,0.026844044,0.031149926
aggeneys_olivacea_CDE/CDE_b17_a1,0.203909970,0.087182816,28510,0.203909970,0.087182816,0.171775716,0.074894723,0.112372955,0.045117993
aggeneys_olivacea_CDE/CDE_b17_a2,0.233785939,0.088458544,38903,0.233785939,0.088458544,0.200000586,0.084290368,0.133512298,0.063832149
aggeneys_olivacea_CDE/CDE_b17_a3,0.153511713,0.088376141,25030,0.153511713,0.088376141,0.128048839,0.076480541,0.085929268,0.046225492
aggeneys_olivacea_CDE/CDE_b17_b1,0.184575917,0.040900417,1201,0.184575917,0.040900417,0.140699453,0.037913539,0.070222803,0.026341010
aggeneys_olivacea_CDE/CDE_b17_b2,0.346447191,0.066154335,1748,0.346447191,0.066154335,0.294600041,0.063609557,0.183616462,0.048731867
aggeneys_olivacea_CDE/CDE_b17_b3,0.151124747,0.023465262,1307,0.151124747,0.023465262,0.098243406,0.022021798,0.070916899,0.016161656
aggeneys_olivacea_CDE/CDE_b17_b4,0.337071305,0.150366637,50191,0.337071305,0.150366637,0.314016162,0.145533204,0.263766960,0.125948573
aggeneys_olivacea_CDE/CDE_b17_b5,0.441192287,0.061125147,70399,0.441192287,0.061125147,0.418670745,0.062990135,0.364230418,0.064129710
aggeneys_olivacea_CDE/CDE_b17_b6,0.219661822,0.065932326,18761,0.219661822,0.065932326,0.191062582,0.062630692,0.139655577,0.049615372
aggeneys_olivacea_CDE/CDE_b17_c1,0.107563939,0.055110145,5574,0.107563939,0.055110145,0.067924053,0.051588706,0.036535245,0.037557555
aggeneys_olivacea_CDE/CDE_b18_a1,0.152420832,0.082356757,52366,0.152420832,0.082356757,0.128944022,0.072540093,0.071064707,0.044269769
aggeneys_olivacea_CDE/CDE_b18_a2,0.184408706,0.087621075,48151,0.184408706,0.087621075,0.158276561,0.076780960,0.091277348,0.046379040
aggeneys_olivacea_CDE/CDE_b18_a3,0.179206836,0.068402728,55076,0.179206836,0.068402728,0.153946263,0.063688236,0.084373477,0.044845842
aggeneys_olivacea_CDE/CDE_b18_b1,0.240483369,0.076781044,11451,0.240483369,0.076781044,0.209130005,0.075830312,0.163320972,0.060953353
aggeneys_olivacea_CDE/CDE_b18_b2,0.270054309,0.138203606,566115,0.270054309,0.138203606,0.249293391,0.135595125,0.203957785,0.116620677
aggeneys_olivacea_CDE/CDE_b18_b3,0.299229314,0.110997449,478350,0.299229314,0.110997449,0.286571419,0.110085977,0.250681133,0.099293911
aggeneys_olivacea_CDE/CDE_b18_b4,0.479551642,0.091181888,676557,0.479551642,0.091181888,0.451325282,0.089343805,0.389146694,0.082803919
