Label,lumMean,lumSD,area,lwMean,lwSD,mwMean,mwSD,swMean,swSD,vsMean,vsSD,dblMean,dblSD
Boshoff_Lesleii.Venterii_ML/1173_1176_b5,0.115625336,0.095265438,24155,0.115625336,0.095265438,0.098243403,0.073262674,0.069903693,0.055964911,0.063469912,0.039259477,0.098586995,0.076655027
Boshoff_Lesleii.Venterii_ML/1173_1176_b6,0.223872380,0.101273589,19670,0.223872380,0.101273589,0.207257717,0.092210941,0.174502651,0.081891768,0.155077281,0.065067464,0.207354929,0.092581138
Boshoff_Lesleii.Venterii_ML/1173_1176_c1,0.121544464,0.081152135,45974,0.121544464,0.081152135,0.093862358,0.069940808,0.060430947,0.060245901,0.051818819,0.045220613,0.096593871,0.070537336
Boshoff_Lesleii.Venterii_ML/1173_1176_c2,0.100173355,0.073726830,53517,0.100173355,0.073726830,0.076710272,0.060356482,0.043352058,0.048543895,0.038671814,0.033979682,0.077629279,0.061713125
Boshoff_Lesleii.Venterii_ML/1173_1176_c3,0.103432263,0.056368644,58782,0.103432263,0.056368644,0.080523949,0.045972762,0.054169394,0.036831606,0.051247918,0.027309411,0.082753795,0.046846273
Boshoff_Lesleii.Venterii_ML/1173_1176_p1,0.344531169,0.146586196,1043337,0.344531169,0.146586196,0.330194492,0.140081931,0.313812343,0.140034522,0.289896796,0.122073238,0.331899591,0.141107724
Boshoff_Lesleii.Venterii_ML/1179_1182_a2,0.101302563,0.056196514,56414,0.101302563,0.056196514,0.078473181,0.050852826,0.047108965,0.045840265,0.044172670,0.033860420,0.079576613,0.050690070
Boshoff_Lesleii.Venterii_ML/1179_1182_a3,0.136131096,0.068039353,54491,0.136131096,0.068039353,0.106098809,0.062225537,0.075497981,0.056731491,0.068671408,0.042332429,0.109531350,0.061609305
Boshoff_Lesleii.Venterii_ML/1179_1182_a4,0.149369469,0.068350169,38056,0.149369469,0.068350169,0.107424455,0.057219560,0.063033088,0.048192991,0.051874620,0.034024255,0.112563577,0.058210780
Boshoff_Lesleii.Venterii_ML/1179_1182_a5,0.105374485,0.065794595,61683,0.105374485,0.065794595,0.083561542,0.058301637,0.054784990,0.052296892,0.052341745,0.038866140,0.084733665,0.058694385
Boshoff_Lesleii.Venterii_ML/1179_1182_b1,0.231416551,0.111694804,21543,0.231416551,0.111694804,0.195688096,0.095210582,0.148044666,0.075394266,0.127085877,0.048906372,0.199252436,0.096343027
Boshoff_Lesleii.Venterii_ML/1179_1182_b2,0.384513870,0.127493863,34809,0.384513870,0.127493863,0.320719004,0.119612448,0.259686960,0.107496488,0.212939466,0.079358766,0.331268868,0.119030852
Boshoff_Lesleii.Venterii_ML/1179_1182_b3,0.181074020,0.126706765,78599,0.181074020,0.126706765,0.156394533,0.112631590,0.116767723,0.100351185,0.100397165,0.073283208,0.157548393,0.112977411
Boshoff_Lesleii.Venterii_ML/1179_1182_b4,0.376616328,0.086927867,82550,0.376616328,0.086927867,0.297498277,0.076694294,0.217658593,0.059499451,0.166470609,0.038507068,0.309727356,0.075902159
Boshoff_Lesleii.Venterii_ML/1179_1182_b5,0.162791372,0.070633490,12466,0.162791372,0.070633490,0.132567709,0.065892788,0.084494217,0.053009988,0.067161393,0.034680663,0.133973059,0.063847156
Boshoff_Lesleii.Venterii_ML/1179_1182_b6,0.205037719,0.085536894,183322,0.205037719,0.085536894,0.195509447,0.084119739,0.168901710,0.079427683,0.155266877,0.061257740,0.194081122,0.082390622
Boshoff_Lesleii.Venterii_ML/1179_1182_b7,0.234806455,0.111198402,24667,0.234806455,0.111198402,0.198987277,0.094888408,0.153228312,0.076047813,0.129048935,0.052465191,0.202676209,0.096313370
Boshoff_Lesleii.Venterii_ML/1179_1182_c1,0.160078486,0.083168176,19165,0.160078486,0.083168176,0.098997373,0.069532613,0.048690031,0.053663896,0.039892622,0.035151261,0.108932823,0.069970507
Boshoff_Lesleii.Venterii_ML/1179_1182_c2,0.116984581,0.075317392,26627,0.116984581,0.075317392,0.073362511,0.056636837,0.032450137,0.040563697,0.029307649,0.026261828,0.079459235,0.058485613
Boshoff_Lesleii.Venterii_ML/1179_1182_c3,0.160171243,0.058726639,22297,0.160171243,0.058726639,0.099424939,0.053081768,0.049259577,0.040334571,0.039274873,0.025585839,0.109436934,0.050973636
Boshoff_Lesleii.Venterii_ML/1185_1188_a1,0.182981995,0.077553522,57154,0.182981995,0.077553522,0.138725305,0.061676750,0.093121319,0.046143947,0.068141878,0.033900447,0.144275487,0.063465486
Boshoff_Lesleii.Venterii_ML/1185_1188_a2,0.176453477,0.099105580,21777,0.176453477,0.099105580,0.135406460,0.075293637,0.092827659,0.060913516,0.069195850,0.047421896,0.140438396,0.079744145
Boshoff_Lesleii.Venterii_ML/1185_1188_b1,0.336933573,0.129037377,38607,0.336933573,0.129037377,0.298889630,0.112889108,0.249366306,0.097815991,0.203889810,0.073634042,0.303039428,0.114868264
Boshoff_Lesleii.Venterii_ML/1185_1188_b2,0.390763934,0.136768615,139872,0.390763934,0.136768615,0.346252615,0.125426497,0.293449102,0.114256239,0.237171801,0.092465721,0.352090898,0.126885066
Boshoff_Lesleii.Venterii_ML/1185_1188_b3,0.306225589,0.132637413,15627,0.306225589,0.132637413,0.260959521,0.117362067,0.203427093,0.096977357,0.154342418,0.072858379,0.265931623,0.118303508
Boshoff_Lesleii.Venterii_ML/1185_1188_b4,0.382202171,0.076159488,4477,0.382202171,0.076159488,0.323782255,0.061550106,0.254972288,0.048018660,0.191173401,0.031787747,0.331137314,0.062551911
Boshoff_Lesleii.Venterii_ML/1185_1188_b5,0.554905745,0.118561085,18157,0.554905745,0.118561085,0.495340503,0.108174216,0.443862521,0.096635411,0.371044975,0.081385243,0.506630397,0.108942243
Boshoff_Lesleii.Venterii_ML/1185_1188_c1,0.128405159,0.051867149,4347,0.128405159,0.051867149,0.088577229,0.041328605,0.048298490,0.030366105,0.033938286,0.020652561,0.093253776,0.041823524
Boshoff_Lesleii.Venterii_ML/1191_1194_a1,0.195668365,0.073197974,46381,0.195668365,0.073197974,0.141297518,0.056931466,0.093296457,0.041913351,0.069636780,0.031451398,0.149581600,0.058653612
Boshoff_Lesleii.Venterii_ML/1191_1194_a2,0.127406573,0.051831943,47792,0.127406573,0.051831943,0.102921899,0.042871114,0.067302241,0.031897194,0.052014344,0.024479089,0.103979675,0.043314259
Boshoff_Lesleii.Venterii_ML/1191_1194_b1,0.257737736,0.130217243,53670,0.257737736,0.130217243,0.224312644,0.108092395,0.185834136,0.091999967,0.155116594,0.070555021,0.228328193,0.112006587
Boshoff_Lesleii.Venterii_ML/1191_1194_b2,0.436561940,0.116667741,188529,0.436561940,0.116667741,0.389497748,0.104203883,0.337006493,0.085286911,0.276116407,0.061394548,0.396348310,0.104587196
Boshoff_Lesleii.Venterii_ML/1191_1194_b3,0.460926767,0.133797357,295972,0.460926767,0.133797357,0.404687228,0.120351364,0.356652148,0.107029796,0.303731659,0.090189296,0.414993788,0.121502780
Boshoff_Lesleii.Venterii_ML/1191_1194_b4,0.404212580,0.078474013,17958,0.404212580,0.078474013,0.359241228,0.076353759,0.325183214,0.060253268,0.286068476,0.042598743,0.367790660,0.073028442
Boshoff_Lesleii.Venterii_ML/1191_1194_b5,0.172532720,0.086301084,2884,0.172532720,0.086301084,0.157640462,0.077888529,0.125620634,0.064027751,0.104347723,0.049654076,0.156824854,0.077837952
Boshoff_Lesleii.Venterii_ML/1191_1194_b6,0.236451155,0.088617417,5884,0.236451155,0.088617417,0.192781003,0.076159053,0.143148275,0.059953008,0.110979067,0.041566603,0.197817846,0.076467121
Boshoff_Lesleii.Venterii_ML/1191_1194_c1,0.158515377,0.049142103,23364,0.158515377,0.049142103,0.104101172,0.042505502,0.063507497,0.031438032,0.048128422,0.023171861,0.113315477,0.041766606
Boshoff_Lesleii.Venterii_ML/1191_1194_c2,0.109663819,0.069247587,17513,0.109663819,0.069247587,0.078586839,0.059173637,0.048212067,0.048182253,0.039306166,0.038280718,0.082346149,0.060054036
Boshoff_Lesleii.Venterii_ML/1197_1200_a1,0.108643427,0.064911104,35055,0.108643427,0.064911104,0.096401722,0.051123726,0.066625551,0.039076248,0.056345599,0.027214139,0.094326930,0.053280123
Boshoff_Lesleii.Venterii_ML/1197_1200_a2,0.118777831,0.059318636,39976,0.118777831,0.059318636,0.099110789,0.046915756,0.068254787,0.036412985,0.057557564,0.025591913,0.099065246,0.048627775
Boshoff_Lesleii.Venterii_ML/1197_1200_a3,0.103501575,0.052696417,54822,0.103501575,0.052696417,0.088517871,0.041415753,0.058857690,0.031333158,0.050341232,0.021425352,0.087233115,0.042888358
Boshoff_Lesleii.Venterii_ML/1197_1200_b1,0.184557183,0.101719224,30998,0.184557183,0.101719224,0.174915217,0.090351420,0.147859972,0.075849468,0.127105070,0.052007596,0.173152754,0.091286877
Boshoff_Lesleii.Venterii_ML/1197_1200_b2,0.366662922,0.193783234,85209,0.366662922,0.193783234,0.320343845,0.172413572,0.271381087,0.151006950,0.223563642,0.117317712,0.327047564,0.175212286
Boshoff_Lesleii.Venterii_ML/1197_1200_b3,0.600610568,0.207489810,31988,0.600610568,0.207489810,0.519027482,0.201096358,0.455002479,0.187545913,0.384518483,0.137456415,0.535645483,0.200447663
Boshoff_Lesleii.Venterii_ML/1197_1200_b4,0.455892600,0.141075749,14820,0.455892600,0.141075749,0.368798390,0.122802371,0.299528951,0.099480647,0.241636650,0.067224726,0.385228900,0.124165561
Boshoff_Lesleii.Venterii_ML/1197_1200_b5,0.348446482,0.143266103,307210,0.348446482,0.143266103,0.303284330,0.125571979,0.257676958,0.109785440,0.217622481,0.077088806,0.310262865,0.127535245
Boshoff_Lesleii.Venterii_ML/1203_1206_a1,0.161705630,0.068715027,31809,0.161705630,0.068715027,0.106308488,0.048892346,0.064070982,0.033504968,0.052743180,0.022384368,0.115323436,0.052192164
Boshoff_Lesleii.Venterii_ML/1203_1206_a2,0.132248342,0.063084461,28478,0.132248342,0.063084461,0.091207330,0.044986174,0.054040156,0.031044550,0.046022762,0.021139745,0.096577234,0.047927327
Boshoff_Lesleii.Venterii_ML/1203_1206_a3,0.123108843,0.059654012,20602,0.123108843,0.059654012,0.084123300,0.042080575,0.047296239,0.028818736,0.039860805,0.019585171,0.088926901,0.045084950
Boshoff_Lesleii.Venterii_ML/1203_1206_b1,0.247295062,0.058641233,94365,0.247295062,0.058641233,0.217636939,0.054399452,0.189340126,0.048270760,0.165529394,0.034842714,0.221648144,0.053957389
Boshoff_Lesleii.Venterii_ML/1203_1206_b2,0.335142635,0.122927550,44037,0.335142635,0.122927550,0.290900976,0.106405444,0.240261480,0.089616211,0.196363618,0.062114953,0.296717936,0.108134303
Boshoff_Lesleii.Venterii_ML/1203_1206_b3,0.278032486,0.138647411,50859,0.278032486,0.138647411,0.252125629,0.123698308,0.220360357,0.113846144,0.192064721,0.088225768,0.254913422,0.125158970
Boshoff_Lesleii.Venterii_ML/1203_1206_b4,0.336576764,0.110484409,44772,0.336576764,0.110484409,0.293223505,0.097454338,0.251200052,0.083369024,0.211448097,0.059591443,0.299920832,0.098373875
Boshoff_Lesleii.Venterii_ML/1203_1206_b5,0.208551558,0.105988183,9105,0.208551558,0.105988183,0.175452943,0.092329260,0.147231285,0.079196604,0.121498887,0.050948595,0.180302825,0.093265290
Boshoff_Lesleii.Venterii_ML/1203_1206_b6,0.188110796,0.086257232,16806,0.188110796,0.086257232,0.154575395,0.068427852,0.113995784,0.050570671,0.091568811,0.030574549,0.157935635,0.069835358
Boshoff_Lesleii.Venterii_ML/1203_1206_b7,0.210141490,0.082602776,28240,0.210141490,0.082602776,0.195830925,0.072621870,0.171547094,0.062489359,0.151475356,0.045731211,0.195703931,0.072763489
Boshoff_Lesleii.Venterii_ML/1203_1206_c1,0.098891174,0.038886024,15443,0.098891174,0.038886024,0.069249114,0.033312725,0.040960077,0.026570010,0.036501065,0.016845988,0.072770592,0.032745597
Boshoff_Lesleii.Venterii_ML/1203_1206_p1,0.247295062,0.058641233,94365,0.247295062,0.058641233,0.217636939,0.054399452,0.189340126,0.048270760,0.165529394,0.034842714,0.221648144,0.053957389
Boshoff_Lesleii.Venterii_ML/1209_1212_a1,0.220218911,0.093731340,63290,0.220218911,0.093731340,0.152427811,0.068068411,0.105655954,0.055190247,0.080385108,0.037761981,0.164576882,0.072955589
Boshoff_Lesleii.Venterii_ML/1209_1212_a2,0.183029078,0.081898916,71191,0.183029078,0.081898916,0.136749746,0.061789851,0.094193505,0.049068693,0.071665855,0.033842020,0.143137373,0.065212928
Boshoff_Lesleii.Venterii_ML/1209_1212_b1,0.391007726,0.198836616,695211,0.391007726,0.198836616,0.343095763,0.174672639,0.301059362,0.153442388,0.258788305,0.117801570,0.351547030,0.178828012
Boshoff_Lesleii.Venterii_ML/1209_1212_b2,0.311270753,0.172272031,99442,0.311270753,0.172272031,0.255805394,0.152327034,0.207816571,0.132252499,0.174792606,0.100683120,0.265270345,0.153863980
Boshoff_Lesleii.Venterii_ML/1209_1212_c1,0.128100067,0.048947790,71577,0.128100067,0.048947790,0.096966096,0.042103178,0.063548883,0.033816065,0.052917663,0.022697231,0.100516399,0.041907836
Boshoff_Lesleii.Venterii_ML/1209_1212_c2,0.089506691,0.056893957,53302,0.089506691,0.056893957,0.066237812,0.043376504,0.036131265,0.031678913,0.031211649,0.020905575,0.067475046,0.045127708
Boshoff_Lesleii.Venterii_ML/1209_1212_c3,0.116399135,0.066999439,58208,0.116399135,0.066999439,0.089559841,0.051167501,0.053925002,0.037848685,0.042609830,0.025235885,0.091041843,0.053350522
Boshoff_Lesleii.Venterii_ML/1209_1212_c4,0.120780384,0.064597578,58103,0.120780384,0.064597578,0.090289252,0.051925657,0.054526481,0.038934820,0.043606821,0.025438778,0.092910581,0.052944839
Boshoff_Lesleii.Venterii_ML/1209_1212_c5,0.090045987,0.044471419,49990,0.090045987,0.044471419,0.071606015,0.037427747,0.046292118,0.030048177,0.042809953,0.021270592,0.072386417,0.037712349
Boshoff_Lesleii.Venterii_ML/1209_1212_c6,0.092346924,0.065475807,27658,0.092346924,0.065475807,0.068613654,0.053441299,0.040968941,0.039076254,0.038293798,0.028651681,0.070612309,0.054289739
Boshoff_Lesleii.Venterii_ML/1215_1218_a1,0.170612501,0.071240981,84544,0.170612501,0.071240981,0.136919170,0.055161089,0.091213435,0.040373342,0.068051123,0.027715967,0.139041969,0.057094877
Boshoff_Lesleii.Venterii_ML/1215_1218_a2,0.139970486,0.075509725,64821,0.139970486,0.075509725,0.118101516,0.059693504,0.080534510,0.045310479,0.062754899,0.032145397,0.117815502,0.061963815
Boshoff_Lesleii.Venterii_ML/1215_1218_b1,0.462746625,0.159275515,388756,0.462746625,0.159275515,0.398764430,0.143228895,0.340729795,0.125722128,0.276594052,0.093683943,0.409846730,0.144607552
Boshoff_Lesleii.Venterii_ML/1215_1218_b2,0.368755987,0.149064570,102900,0.368755987,0.149064570,0.319388487,0.142004431,0.282057141,0.138967628,0.244247248,0.114363404,0.328575391,0.142571559
Boshoff_Lesleii.Venterii_ML/1215_1218_b3,0.256377333,0.156440725,47718,0.256377333,0.156440725,0.219009402,0.143040259,0.173772157,0.122611749,0.139673524,0.087629568,0.223087588,0.143082822
Boshoff_Lesleii.Venterii_ML/1215_1218_b4,0.316226954,0.116862463,94062,0.316226954,0.116862463,0.291732915,0.103085535,0.263523624,0.090544755,0.234430646,0.071726463,0.294777872,0.104240232
Boshoff_Lesleii.Venterii_ML/1215_1218_c1,0.118419368,0.049187782,32039,0.118419368,0.049187782,0.088321050,0.043162904,0.058555820,0.033088173,0.050582328,0.021648216,0.091848307,0.042268063
Boshoff_Lesleii.Venterii_ML/1215_1218_c2,0.132704715,0.039944664,14680,0.132704715,0.039944664,0.093249052,0.032390137,0.056490863,0.023116527,0.045595462,0.014844231,0.098317139,0.032305542
Boshoff_Lesleii.Venterii_ML/1221_1224_a1,0.074175407,0.049883432,75652,0.074175407,0.049883432,0.069044006,0.040754698,0.042668296,0.030795023,0.030278676,0.022627709,0.065352785,0.041652049
Boshoff_Lesleii.Venterii_ML/1221_1224_a2,0.037906206,0.044172531,74917,0.037906206,0.044172531,0.039604699,0.035252675,0.020201297,0.027031008,0.015108507,0.020097136,0.034781788,0.036502252
Boshoff_Lesleii.Venterii_ML/1221_1224_b1,0.321838360,0.139039499,457362,0.321838360,0.139039499,0.294232915,0.125668377,0.258745025,0.112212917,0.216653895,0.092697082,0.297076336,0.127015113
Boshoff_Lesleii.Venterii_ML/1221_1224_b2,0.124557209,0.070067089,27565,0.124557209,0.070067089,0.112126821,0.060054856,0.084670486,0.051457933,0.068183572,0.040484145,0.110627363,0.061185048
Boshoff_Lesleii.Venterii_ML/1221_1224_b3,0.158044440,0.101587962,19644,0.158044440,0.101587962,0.136962225,0.080538095,0.101982248,0.062528603,0.077617371,0.045125003,0.137062464,0.083945268
Boshoff_Lesleii.Venterii_ML/1221_1224_b4,0.296988184,0.151492063,306766,0.296988184,0.151492063,0.263513452,0.138979349,0.224029072,0.127628629,0.181680874,0.098358678,0.267193778,0.139872735
Boshoff_Lesleii.Venterii_ML/1221_1224_b5,0.550953146,0.115532717,99576,0.550953146,0.115532717,0.467014687,0.102598772,0.392611675,0.090077381,0.310649191,0.066686170,0.482154215,0.103907641
Boshoff_Lesleii.Venterii_ML/1221_1224_c1,0.144034092,0.043160662,80680,0.144034092,0.043160662,0.098787537,0.031617846,0.059362154,0.022612980,0.045085625,0.015025391,0.105162856,0.032831407
Boshoff_Lesleii.Venterii_ML/1227_1230_a1,0.136805592,0.072927920,52403,0.136805592,0.072927920,0.106447065,0.059231940,0.061625442,0.046425214,0.041947424,0.032252007,0.107621773,0.060583549
Boshoff_Lesleii.Venterii_ML/1227_1230_a2,0.178040942,0.079591862,18199,0.178040942,0.079591862,0.129854664,0.060523892,0.079910569,0.046191962,0.054458596,0.031482796,0.135573088,0.063107609
Boshoff_Lesleii.Venterii_ML/1227_1230_b1,0.270828885,0.200420067,28468,0.270828885,0.200420067,0.230581857,0.167284664,0.180852105,0.148503808,0.144324746,0.117119466,0.234960328,0.173258776
Boshoff_Lesleii.Venterii_ML/1227_1230_b2,0.389730985,0.170856485,2449904,0.389730985,0.170856485,0.351066102,0.156645982,0.317469851,0.144925693,0.273207281,0.108587315,0.357745098,0.158091983
Boshoff_Lesleii.Venterii_ML/1227_1230_b3,0.185466023,0.117484776,209578,0.185466023,0.117484776,0.180483947,0.106650181,0.164564414,0.098563106,0.159387489,0.075039872,0.178933738,0.107540519
Boshoff_Lesleii.Venterii_ML/1227_1230_b4,0.292220140,0.153131879,568976,0.292220140,0.153131879,0.257677138,0.137285346,0.218834546,0.125447913,0.182237838,0.093590258,0.262047443,0.139127179
Boshoff_Lesleii.Venterii_ML/1227_1230_b5,0.286233218,0.152597321,481710,0.286233218,0.152597321,0.271211564,0.138456070,0.249948842,0.127343304,0.224781524,0.101258462,0.272210459,0.140377661
Boshoff_Lesleii.Venterii_ML/1227_1230_p1,0.389730985,0.170856485,2449904,0.389730985,0.170856485,0.351066102,0.156645982,0.317469851,0.144925693,0.273207281,0.108587315,0.357745098,0.158091983
Boshoff_Lesleii.Venterii_ML/1227_1230_p2,0.389730985,0.170856485,2449904,0.389730985,0.170856485,0.351066102,0.156645982,0.317469851,0.144925693,0.273207281,0.108587315,0.357745098,0.158091983
Boshoff_Lesleii.Venterii_ML/1233_1236_a1,0.153154497,0.070591778,64786,0.153154497,0.070591778,0.117918697,0.057257849,0.074389354,0.044526015,0.054876001,0.030522760,0.121116224,0.058658140
Boshoff_Lesleii.Venterii_ML/1233_1236_a2,0.180081444,0.075992993,16173,0.180081444,0.075992993,0.138735668,0.063092186,0.090885818,0.050046423,0.069458217,0.035187990,0.143240808,0.064350572
Boshoff_Lesleii.Venterii_ML/1233_1236_a3,0.147866200,0.064664737,27264,0.147866200,0.064664737,0.106629822,0.050560209,0.063755816,0.038919375,0.046855870,0.025917297,0.111645059,0.052410562
Boshoff_Lesleii.Venterii_ML/1233_1236_a4,0.114108795,0.066758407,54104,0.114108795,0.066758407,0.086405393,0.054352342,0.049319185,0.042710564,0.036826503,0.029809256,0.088169472,0.055913921
Boshoff_Lesleii.Venterii_ML/1233_1236_b1,0.281324130,0.109237154,345510,0.281324130,0.109237154,0.259099645,0.096026296,0.235496382,0.081899476,0.215665528,0.059979241,0.261932905,0.097183053
Boshoff_Lesleii.Venterii_ML/1233_1236_b2,0.176863135,0.121901968,77676,0.176863135,0.121901968,0.143012316,0.097982268,0.098879965,0.074241625,0.075645908,0.049577555,0.145999268,0.100888258
Boshoff_Lesleii.Venterii_ML/1233_1236_b3,0.198202402,0.112836308,8011,0.198202402,0.112836308,0.169832161,0.098935411,0.127116587,0.073849906,0.097582982,0.048096489,0.171320145,0.098246515
Boshoff_Lesleii.Venterii_ML/1233_1236_b4,0.421115928,0.158014505,762306,0.421115928,0.158014505,0.384624362,0.152341637,0.342408049,0.142080406,0.289685011,0.110561256,0.389841675,0.151447557
Boshoff_Lesleii.Venterii_ML/1233_1236_c1,0.096127940,0.055201139,92634,0.096127940,0.055201139,0.071712284,0.039063658,0.040020479,0.027107620,0.033492701,0.017415909,0.073293648,0.041514804
Boshoff_Lesleii.Venterii_ML/1233_1236_c2,0.096562905,0.070877973,94587,0.096562905,0.070877973,0.069885112,0.047540873,0.039113450,0.032922386,0.033221398,0.021205684,0.072158178,0.051492169
Boshoff_Lesleii.Venterii_ML/1233_1236_c3,0.078495237,0.068012434,22595,0.078495237,0.068012434,0.053541721,0.044669825,0.026464139,0.030881833,0.025566989,0.020869327,0.055724865,0.049066634
Boshoff_Lesleii.Venterii_ML/1233_1236_p1,0.176863135,0.121901968,77676,0.176863135,0.121901968,0.143012316,0.097982268,0.098879965,0.074241625,0.075645908,0.049577555,0.145999268,0.100888258
Boshoff_Lesleii.Venterii_ML/1239_1242_a1,0.172025227,0.097065578,73351,0.172025227,0.097065578,0.140651364,0.080637648,0.097502799,0.065011508,0.075189986,0.049226069,0.142392018,0.083000938
Boshoff_Lesleii.Venterii_ML/1239_1242_a2,0.178117343,0.092038400,87053,0.178117343,0.092038400,0.143136822,0.081168652,0.098180771,0.069096559,0.075951825,0.054308114,0.145664832,0.082060424
Boshoff_Lesleii.Venterii_ML/1239_1242_a3,0.209844516,0.090056726,93388,0.209844516,0.090056726,0.167499812,0.076764697,0.116109894,0.062192854,0.088738024,0.047277768,0.171528092,0.077939309
Boshoff_Lesleii.Venterii_ML/1239_1242_b1,0.283336035,0.205363706,132684,0.283336035,0.205363706,0.253283564,0.191953392,0.217108083,0.175816763,0.189594968,0.141585910,0.256974145,0.192627327
Boshoff_Lesleii.Venterii_ML/1239_1242_b2,0.337089053,0.174028483,10682,0.337089053,0.174028483,0.280503662,0.155975427,0.215805527,0.121293522,0.161036705,0.082320936,0.287795586,0.155263770
Boshoff_Lesleii.Venterii_ML/1239_1242_b3,0.114265570,0.111297154,37440,0.114265570,0.111297154,0.094227850,0.084282609,0.063536962,0.063243236,0.052937892,0.043749240,0.094520615,0.088976277
Boshoff_Lesleii.Venterii_ML/1239_1242_b4,0.231865369,0.159087596,100014,0.231865369,0.159087596,0.202240509,0.138245698,0.163829265,0.113386576,0.139374119,0.079554846,0.205080183,0.140589210
Boshoff_Lesleii.Venterii_ML/1239_1242_b5,0.069980319,0.074515348,19044,0.069980319,0.074515348,0.064563946,0.063686434,0.041084397,0.052847408,0.036754148,0.038177705,0.061664513,0.064716032
Boshoff_Lesleii.Venterii_ML/1239_1242_c1,0.191695131,0.059853444,48453,0.191695131,0.059853444,0.119889344,0.049029555,0.071227724,0.035910010,0.055515753,0.023207479,0.133231258,0.048515234
Boshoff_Lesleii.Venterii_ML/1239_1242_c2,0.187189043,0.087763608,51069,0.187189043,0.087763608,0.121219333,0.068832494,0.074592914,0.053571476,0.057601607,0.038601917,0.132810691,0.070947213
Boshoff_Lesleii.Venterii_ML/1239_1242_c3,0.192294200,0.066448484,49129,0.192294200,0.066448484,0.139513098,0.052873712,0.092098525,0.039689542,0.072868235,0.026431872,0.147699517,0.053922677
Boshoff_Lesleii.Venterii_ML/1239_1242_c4,0.179765751,0.049240161,28675,0.179765751,0.049240161,0.120890849,0.041492765,0.075473521,0.030685755,0.059736127,0.020150435,0.131074792,0.040876367
brakfontein_otzeniana_UV/4358_4361_a1,0.184595706,0.113116405,53894,0.184595706,0.113116405,0.174869450,0.121547836,0.148492416,0.129784615,0.127190406,0.120099174,0.173237524,0.119239851
brakfontein_otzeniana_UV/4358_4361_a2,0.171346788,0.099045108,44704,0.171346788,0.099045108,0.148700649,0.101191933,0.114115260,0.101787079,0.093324383,0.088702801,0.149628485,0.099355776
brakfontein_otzeniana_UV/4358_4361_a3,0.212898854,0.133760649,54212,0.212898854,0.133760649,0.178578128,0.126812644,0.136056193,0.124219946,0.110244849,0.108510576,0.181974088,0.127134085
brakfontein_otzeniana_UV/4358_4361_a4,0.168401748,0.083494485,90142,0.168401748,0.083494485,0.132193828,0.061631374,0.086693326,0.040034803,0.068111609,0.026186126,0.135593877,0.064661575
brakfontein_otzeniana_UV/4358_4361_b1,0.276007162,0.094529772,37588,0.276007162,0.094529772,0.213499814,0.084471802,0.143385733,0.065987718,0.105559308,0.047434739,0.221808153,0.084342408
brakfontein_otzeniana_UV/4358_4361_b10,0.202486997,0.074218064,534,0.202486997,0.074218064,0.145672800,0.056762430,0.104658361,0.043943039,0.075499125,0.025475526,0.155238063,0.059117029
brakfontein_otzeniana_UV/4358_4361_b11,0.098439656,0.046800199,8112,0.098439656,0.046800199,0.092700471,0.041757477,0.061540041,0.033986632,0.048872996,0.021864304,0.088576846,0.041241187
brakfontein_otzeniana_UV/4358_4361_b12,0.120986158,0.040394399,318,0.120986158,0.040394399,0.103734711,0.035837271,0.079167849,0.027395005,0.064175769,0.016407910,0.103629059,0.035501835
brakfontein_otzeniana_UV/4358_4361_b13,0.138549904,0.055468550,1742,0.138549904,0.055468550,0.100729284,0.040230907,0.054110199,0.028574837,0.038693220,0.018965538,0.103844501,0.041625026
brakfontein_otzeniana_UV/4358_4361_b14,0.244225087,0.085463837,69498,0.244225087,0.085463837,0.189074735,0.076781501,0.130090001,0.066446151,0.100891918,0.046246354,0.196256470,0.076740329
brakfontein_otzeniana_UV/4358_4361_b15,0.215603513,0.066417075,26312,0.215603513,0.066417075,0.165700742,0.052639279,0.104761635,0.038915856,0.075617128,0.023453328,0.170838279,0.053583808
brakfontein_otzeniana_UV/4358_4361_b16,0.216184199,0.055120456,2617,0.216184199,0.055120456,0.185893219,0.051454621,0.130478040,0.042315443,0.089896942,0.030610906,0.186003534,0.051036356
brakfontein_otzeniana_UV/4358_4361_b2,0.409754598,0.080707823,1604,0.409754598,0.080707823,0.348789244,0.073409915,0.283746381,0.063957989,0.220497140,0.043997655,0.357858362,0.070000944
brakfontein_otzeniana_UV/4358_4361_b3,0.465856016,0.071724192,29601,0.465856016,0.071724192,0.449165121,0.069570122,0.399609804,0.069714164,0.328358971,0.060560376,0.447989165,0.069002795
brakfontein_otzeniana_UV/4358_4361_b4,0.202219220,0.066039704,205,0.202219220,0.066039704,0.140422147,0.042546240,0.073053209,0.022810480,0.046319993,0.011220065,0.148304194,0.045687745
brakfontein_otzeniana_UV/4358_4361_b5,0.302060964,0.137015301,556196,0.302060964,0.137015301,0.262780673,0.117937695,0.207186749,0.099612384,0.162495433,0.070610222,0.266391341,0.120026822
brakfontein_otzeniana_UV/4358_4361_b6,0.285757197,0.131675396,387366,0.285757197,0.131675396,0.214508544,0.109589542,0.148961725,0.086691461,0.113506143,0.057297883,0.225886286,0.111520201
