Label,lumMean,lumSD,area,lwMean,lwSD,mwMean,mwSD,swMean,swSD,vsMean,vsSD,dblMean,dblSD
pofadder_fulleri_GH/1896_1899_b7,0.394313139,0.109431744,198,0.394313139,0.109431744,0.188502606,0.067232940,0.107437473,0.040907453,0.114088626,0.028750252,0.238647774,0.075121019
pofadder_fulleri_GH/1896_1899_b8,0.424438222,0.057067871,441,0.424438222,0.057067871,0.237245582,0.055330398,0.159652422,0.053645008,0.118485560,0.034255962,0.280723796,0.054693905
pofadder_fulleri_GH/1896_1899_b9,0.380749469,0.044255711,378,0.380749469,0.044255711,0.214384611,0.045458585,0.162830040,0.036482858,0.120508269,0.024950127,0.254627919,0.042852686
pofadder_fulleri_GH/1896_1899_c1,0.270517126,0.070825767,2680,0.270517126,0.070825767,0.108211579,0.047796064,0.062449784,0.031424111,0.060785195,0.019511612,0.148478244,0.050227998
pofadder_fulleri_GH/1896_1899_c2,0.246661325,0.074580509,4290,0.246661325,0.074580509,0.103851119,0.057824538,0.062422135,0.041944248,0.058501767,0.025084546,0.138912606,0.058136893
pofadder_fulleri_GH/1902_1905_a1a,0.420778936,0.105211830,18239,0.420778936,0.105211830,0.298306188,0.087081711,0.214174318,0.066348973,0.165236018,0.045937433,0.322552265,0.089125500
pofadder_fulleri_GH/1902_1905_a1b,0.426678133,0.092061551,14883,0.426678133,0.092061551,0.306098640,0.081877117,0.221216804,0.066052685,0.170440916,0.043516824,0.329734399,0.081777829
pofadder_fulleri_GH/1902_1905_a2a,0.354194472,0.089744725,21515,0.354194472,0.089744725,0.259312096,0.074109535,0.189589465,0.056528667,0.149013860,0.038682744,0.277152412,0.075615006
pofadder_fulleri_GH/1902_1905_a2b,0.371338819,0.096834126,16537,0.371338819,0.096834126,0.273601463,0.076439956,0.198112574,0.056912039,0.153508513,0.038182668,0.291625276,0.078971525
pofadder_fulleri_GH/1902_1905_b1,0.375300422,0.074310722,362,0.375300422,0.074310722,0.188933711,0.049571299,0.126187893,0.032208301,0.095514249,0.022793561,0.233862601,0.053401796
pofadder_fulleri_GH/1902_1905_b10,0.520477838,0.087168824,384,0.520477838,0.087168824,0.350440353,0.067143695,0.262943914,0.060413227,0.182690660,0.045554880,0.387458301,0.067339169
pofadder_fulleri_GH/1902_1905_b11,0.442452933,0.117434250,1091,0.442452933,0.117434250,0.305585445,0.107625613,0.217498685,0.082049439,0.148861425,0.047095629,0.333022970,0.106020694
pofadder_fulleri_GH/1902_1905_b12,0.348849228,0.051768551,319,0.348849228,0.051768551,0.178940226,0.036045776,0.118135748,0.030039445,0.099909965,0.023386961,0.219708856,0.038656740
pofadder_fulleri_GH/1902_1905_b13,0.429023103,0.123222125,656,0.429023103,0.123222125,0.284962992,0.105293825,0.204762170,0.076042175,0.139871814,0.047043575,0.315263804,0.105364312
pofadder_fulleri_GH/1902_1905_b14,0.502927817,0.096063350,2244,0.502927817,0.096063350,0.309097327,0.087082962,0.229753215,0.071882513,0.173774488,0.045694095,0.354497503,0.085627956
pofadder_fulleri_GH/1902_1905_b15,0.379334221,0.028720026,1094,0.379334221,0.028720026,0.257753462,0.025464339,0.203582241,0.021555626,0.149485944,0.019289989,0.284813662,0.024264475
pofadder_fulleri_GH/1902_1905_b16,0.326682699,0.063364717,961,0.326682699,0.063364717,0.189428363,0.048671169,0.136412350,0.039261596,0.118741202,0.021327974,0.221898498,0.048154561
pofadder_fulleri_GH/1902_1905_b17,0.285339018,0.085909165,657,0.285339018,0.085909165,0.135185226,0.059825026,0.090379861,0.046251929,0.074849089,0.023271935,0.171808582,0.064365684
pofadder_fulleri_GH/1902_1905_b18,0.397771401,0.088735302,966,0.397771401,0.088735302,0.256731885,0.069452089,0.206878641,0.055272456,0.191244421,0.035902869,0.291122523,0.070930460
pofadder_fulleri_GH/1902_1905_b19,0.236231823,0.041251011,635,0.236231823,0.041251011,0.092208279,0.029937197,0.052546192,0.022000635,0.053999431,0.014150037,0.127948993,0.030436279
pofadder_fulleri_GH/1902_1905_b2,0.369793834,0.069364274,285,0.369793834,0.069364274,0.184280137,0.056226188,0.129956601,0.042900966,0.109175924,0.030651765,0.230280012,0.054552840
pofadder_fulleri_GH/1902_1905_b20,0.332878249,0.097539616,1774,0.332878249,0.097539616,0.147315824,0.048685326,0.094333458,0.030297447,0.076784230,0.020557893,0.193252446,0.057289119
pofadder_fulleri_GH/1902_1905_b21,0.461189626,0.084810586,1127,0.461189626,0.084810586,0.272468090,0.055702404,0.188209250,0.047413643,0.148787977,0.034820541,0.316114575,0.057068100
pofadder_fulleri_GH/1902_1905_b3,0.390273900,0.062270300,227,0.390273900,0.062270300,0.252067618,0.043107086,0.196486092,0.032068389,0.146467671,0.023109004,0.283809296,0.046123819
pofadder_fulleri_GH/1902_1905_b4,0.456446852,0.040548066,1532,0.456446852,0.040548066,0.287840275,0.036751048,0.226528145,0.039001982,0.182749979,0.031298100,0.328319827,0.033461665
pofadder_fulleri_GH/1902_1905_b5,0.366421888,0.049243354,420,0.366421888,0.049243354,0.189733536,0.034205076,0.120768762,0.026477317,0.096925796,0.016897648,0.231346618,0.034536167
pofadder_fulleri_GH/1902_1905_b6,0.286739250,0.052390398,392,0.286739250,0.052390398,0.151621567,0.044938457,0.102001935,0.037081389,0.086428378,0.025165542,0.183379779,0.044817305
pofadder_fulleri_GH/1902_1905_b7,0.528013945,0.149779962,1436,0.528013945,0.149779962,0.347904599,0.129494156,0.252006781,0.105492373,0.175138848,0.061789627,0.387125209,0.128991936
pofadder_fulleri_GH/1902_1905_b8,0.299438768,0.087417940,341,0.299438768,0.087417940,0.127652347,0.050728009,0.087654866,0.037357444,0.087034461,0.024073588,0.171610316,0.058148113
pofadder_fulleri_GH/1902_1905_b9,0.403103224,0.080429627,413,0.403103224,0.080429627,0.216742860,0.071367757,0.149751103,0.059160418,0.110420571,0.038010179,0.261060131,0.068404116
pofadder_fulleri_GH/1902_1905_c1,0.216528637,0.035044576,1926,0.216528637,0.035044576,0.092277429,0.025643923,0.053290314,0.015381874,0.048418079,0.009459938,0.122112564,0.025599331
pofadder_fulleri_GH/1914_1917_a1a,0.305492441,0.062780959,31660,0.305492441,0.062780959,0.208517579,0.058000541,0.171830542,0.048988340,0.152104424,0.036408797,0.231140769,0.057375388
pofadder_fulleri_GH/1914_1917_a1b,0.250327083,0.056008997,33054,0.250327083,0.056008997,0.173910389,0.049589224,0.143451671,0.041270974,0.128692648,0.031354165,0.191133958,0.049616550
pofadder_fulleri_GH/1914_1917_b1,0.321425428,0.097025851,4718,0.321425428,0.097025851,0.209326286,0.073633156,0.152458079,0.055915305,0.120146951,0.037855513,0.233614073,0.076572358
pofadder_fulleri_GH/1914_1917_b10,0.387619413,0.086376281,114990,0.387619413,0.086376281,0.309174487,0.077930899,0.256350489,0.066054478,0.207439226,0.045480794,0.324704393,0.077346573
pofadder_fulleri_GH/1914_1917_b11,0.163234263,0.049429767,73967,0.163234263,0.049429767,0.112077991,0.035853217,0.084385115,0.028212136,0.074900757,0.019545648,0.122132685,0.037316514
pofadder_fulleri_GH/1914_1917_b2,0.438403702,0.096605757,24488,0.438403702,0.096605757,0.310206362,0.082877405,0.239624565,0.064571846,0.186891845,0.043942277,0.337882027,0.083325429
pofadder_fulleri_GH/1914_1917_b3,0.419299308,0.124898038,85543,0.419299308,0.124898038,0.346699467,0.099347781,0.287519684,0.079632323,0.232323072,0.054421092,0.359943887,0.103028598
pofadder_fulleri_GH/1914_1917_b4,0.396931906,0.060235311,751,0.396931906,0.060235311,0.247386045,0.050640756,0.182303417,0.038586577,0.140750834,0.028462627,0.281513154,0.050136463
pofadder_fulleri_GH/1914_1917_b5,0.458439337,0.147625662,100653,0.458439337,0.147625662,0.345753304,0.121169281,0.277568570,0.099008434,0.220347507,0.069966951,0.369518278,0.124662005
pofadder_fulleri_GH/1914_1917_b6,0.352050300,0.064841640,60740,0.352050300,0.064841640,0.230007961,0.049436363,0.186743759,0.042648964,0.160442760,0.031353531,0.259150443,0.051396835
pofadder_fulleri_GH/1914_1917_b7,0.293588303,0.069188694,2188,0.293588303,0.069188694,0.188370709,0.049654059,0.146279950,0.040876292,0.122431601,0.028041468,0.212501625,0.053083100
pofadder_fulleri_GH/1914_1917_b8,0.365711296,0.097392641,158,0.365711296,0.097392641,0.289547779,0.073893171,0.238631256,0.052514147,0.168822254,0.025678943,0.303802554,0.077324233
pofadder_fulleri_GH/1914_1917_b9,0.329449972,0.094402518,12995,0.329449972,0.094402518,0.237543530,0.072015517,0.188030154,0.056037152,0.154273015,0.038062479,0.257058554,0.076028371
pofadder_fulleri_GH/1914_1917_c1,0.326802068,0.062699284,11977,0.326802068,0.062699284,0.183142227,0.044423622,0.120810320,0.029252120,0.094462195,0.017991391,0.215834339,0.045965342
pofadder_fulleri_GH/1914_1917_c2,0.297428545,0.049032091,5142,0.297428545,0.049032091,0.173224879,0.039459765,0.119487542,0.028390519,0.096226428,0.018397220,0.201289671,0.038740483
pofadder_fulleri_GH/1914_1917_c3,0.283242798,0.052091385,3213,0.283242798,0.052091385,0.143185347,0.038676913,0.092336322,0.026303049,0.077072681,0.015925416,0.176186289,0.038406836
pofadder_fulleri_GH/1914_1917_c4,0.307997175,0.045810926,6894,0.307997175,0.045810926,0.169210539,0.036434345,0.111270907,0.024814374,0.089441657,0.015258522,0.200992053,0.036149617
pofadder_fulleri_GH/1914_1917_c5,0.270447143,0.058837829,8484,0.270447143,0.058837829,0.160090247,0.048858556,0.109633940,0.036148382,0.088709387,0.022817966,0.184456221,0.048909163
pofadder_fulleri_GH/1914_1917_p1,0.438403702,0.096605757,24488,0.438403702,0.096605757,0.310206362,0.082877405,0.239624565,0.064571846,0.186891845,0.043942277,0.337882027,0.083325429
pofadder_fulleri_GH/1914_1917_p2,0.387619413,0.086376281,114990,0.387619413,0.086376281,0.309174487,0.077930899,0.256350489,0.066054478,0.207439226,0.045480794,0.324704393,0.077346573
pofadder_fulleri_GH/1925_1926_a1a,0.290198324,0.093187794,41978,0.290198324,0.093187794,0.252726340,0.082306976,0.211826443,0.065618614,0.171861747,0.043751170,0.257175292,0.083050944
pofadder_fulleri_GH/1925_1926_a1b,0.281525766,0.098796118,54279,0.281525766,0.098796118,0.243225599,0.086506922,0.200970875,0.070167233,0.163179404,0.048432095,0.247758667,0.087862443
pofadder_fulleri_GH/1925_1926_a2a,0.363473168,0.085326823,56989,0.363473168,0.085326823,0.298748862,0.071383549,0.239417314,0.053666375,0.187713709,0.033890418,0.308970689,0.072133503
pofadder_fulleri_GH/1925_1926_a2b,0.345615004,0.094840544,49171,0.345615004,0.094840544,0.289010933,0.076883088,0.234147125,0.057488234,0.185255489,0.036217087,0.297427575,0.078651285
pofadder_fulleri_GH/1925_1926_b1,0.408500143,0.094155465,318732,0.408500143,0.094155465,0.340363140,0.084139231,0.287168912,0.072536261,0.232027432,0.051055102,0.352877652,0.084519040
pofadder_fulleri_GH/1925_1926_b10,0.442029598,0.101071118,1950,0.442029598,0.101071118,0.334620470,0.093193496,0.281932632,0.088053217,0.215579168,0.059357611,0.358247082,0.092542865
pofadder_fulleri_GH/1925_1926_b11,0.270560563,0.029429767,860,0.270560563,0.029429767,0.192859212,0.023967954,0.144188096,0.020269516,0.109628536,0.014752644,0.207858085,0.023438010
pofadder_fulleri_GH/1925_1926_b12,0.275500599,0.046616163,2859,0.275500599,0.046616163,0.204180620,0.040917503,0.156111366,0.034679662,0.121637514,0.025555200,0.217574605,0.040478503
pofadder_fulleri_GH/1925_1926_b13,0.353174988,0.060470757,357,0.353174988,0.060470757,0.251491846,0.050095772,0.187586853,0.035254416,0.133208326,0.022982973,0.271426122,0.050410912
pofadder_fulleri_GH/1925_1926_b14,0.213485337,0.039503466,811,0.213485337,0.039503466,0.166207930,0.036129997,0.140321486,0.032247692,0.115053679,0.020200962,0.175047141,0.035541704
pofadder_fulleri_GH/1925_1926_b15,0.290584703,0.099516458,10789,0.290584703,0.099516458,0.245075646,0.083740943,0.216675583,0.073041587,0.186581487,0.053816957,0.253781804,0.086720729
pofadder_fulleri_GH/1925_1926_b16,0.440947826,0.096533464,104871,0.440947826,0.096533464,0.382886660,0.090760445,0.338548342,0.082595710,0.280536591,0.058103450,0.393918316,0.089851918
pofadder_fulleri_GH/1925_1926_b17,0.265010152,0.083852139,9387,0.265010152,0.083852139,0.230602688,0.077574102,0.198791655,0.072403199,0.170546192,0.049557454,0.235604872,0.077603964
pofadder_fulleri_GH/1925_1926_b18,0.362491671,0.065758780,4813,0.362491671,0.065758780,0.263202837,0.059015594,0.201514004,0.049281937,0.154397595,0.035115335,0.283135601,0.058925566
pofadder_fulleri_GH/1925_1926_b2,0.377788911,0.031845592,612,0.377788911,0.031845592,0.277955059,0.033262590,0.215805244,0.032563286,0.154663046,0.019029578,0.297559451,0.030914568
pofadder_fulleri_GH/1925_1926_b3,0.382041903,0.080501359,21280,0.382041903,0.080501359,0.312949989,0.065199912,0.261820860,0.053814922,0.204600654,0.038823901,0.325665714,0.067213902
pofadder_fulleri_GH/1925_1926_b4,0.362514048,0.088274373,40525,0.362514048,0.088274373,0.302954761,0.070534162,0.257683301,0.058383544,0.209569634,0.039573463,0.313809692,0.071964289
pofadder_fulleri_GH/1925_1926_b5,0.325391760,0.079372046,1911,0.325391760,0.079372046,0.207214183,0.062388196,0.166908779,0.051716222,0.139519425,0.034096605,0.235292693,0.063858262
pofadder_fulleri_GH/1925_1926_b6,0.328606092,0.041162367,205,0.328606092,0.041162367,0.177511886,0.025792106,0.110681058,0.016969275,0.083860113,0.011578406,0.211566731,0.026836189
pofadder_fulleri_GH/1925_1926_b7,0.336649132,0.075511064,5458,0.336649132,0.075511064,0.223427774,0.068760844,0.166712130,0.056767797,0.129951254,0.037343130,0.247951406,0.068076057
pofadder_fulleri_GH/1925_1926_b8,0.300574249,0.095008043,9620,0.300574249,0.095008043,0.246403983,0.080733457,0.205865790,0.071548698,0.162550418,0.043807300,0.255810496,0.081640452
pofadder_fulleri_GH/1925_1926_b9,0.461134433,0.091376541,196097,0.461134433,0.091376541,0.382280156,0.088678891,0.326063428,0.081051703,0.262845541,0.054674584,0.397810173,0.086222528
pofadder_fulleri_GH/1925_1926_c1,0.238262847,0.039295871,2430,0.238262847,0.039295871,0.150358769,0.034541504,0.103413003,0.027201786,0.083205722,0.016859353,0.168508262,0.033010111
pofadder_fulleri_GH/1925_1926_p1,0.408500143,0.094155465,318732,0.408500143,0.094155465,0.340363140,0.084139231,0.287168912,0.072536261,0.232027432,0.051055102,0.352877652,0.084519040
pofadder_olivacea_x/1957_1960_a10a,0.329855341,0.111051125,8481,0.329855341,0.111051125,0.152689737,0.088122323,0.105216057,0.065968294,0.097678155,0.042144835,0.197410712,0.091222389
pofadder_olivacea_x/1957_1960_a11a,0.152292088,0.057646131,7101,0.152292088,0.057646131,0.068665197,0.034564364,0.040202126,0.026932079,0.062413042,0.019128882,0.088865133,0.038954593
pofadder_olivacea_x/1957_1960_a11b,0.067610491,0.036101759,4412,0.067610491,0.036101759,0.035417126,0.021795445,0.017556816,0.018835212,0.033408403,0.016717401,0.041513980,0.024841200
pofadder_olivacea_x/1957_1960_a12a,0.123004101,0.028773185,5498,0.123004101,0.028773185,0.057345662,0.020565521,0.030972804,0.016850149,0.053286486,0.020524322,0.072512484,0.021836280
pofadder_olivacea_x/1957_1960_a12b,0.144861902,0.032536650,2490,0.144861902,0.032536650,0.063043257,0.018871622,0.030979602,0.016279418,0.073668227,0.021491693,0.082874267,0.021765341
pofadder_olivacea_x/1957_1960_a13a,0.124550319,0.037463372,11169,0.124550319,0.037463372,0.050132366,0.029035208,0.034166320,0.023636338,0.049815786,0.015235775,0.068829140,0.030259761
pofadder_olivacea_x/1957_1960_a13b,0.118899644,0.040034820,15155,0.118899644,0.040034820,0.052806063,0.029423232,0.035486578,0.022012634,0.047614663,0.014227086,0.068739648,0.031094663
pofadder_olivacea_x/1957_1960_a1a,0.312876887,0.054677229,9806,0.312876887,0.054677229,0.149037527,0.045707760,0.100077333,0.031378080,0.092229144,0.018007818,0.189739339,0.042931600
pofadder_olivacea_x/1957_1960_a1b,0.260253575,0.070182819,7965,0.260253575,0.070182819,0.104751543,0.037409478,0.073692945,0.031801671,0.082190018,0.022070320,0.145297151,0.043693235
pofadder_olivacea_x/1957_1960_a2a,0.360218768,0.099282743,9549,0.360218768,0.099282743,0.189345016,0.103597140,0.135813622,0.082868620,0.113019362,0.049101257,0.231329267,0.098366352
pofadder_olivacea_x/1957_1960_a3a,0.135017058,0.041898911,3770,0.135017058,0.041898911,0.055478978,0.032448961,0.030862138,0.027673952,0.046199430,0.021412457,0.074466326,0.033080227
pofadder_olivacea_x/1957_1960_a3b,0.161657047,0.038588298,2293,0.161657047,0.038588298,0.068755118,0.028247785,0.043313367,0.028330216,0.063310845,0.021377822,0.091747510,0.028986760
pofadder_olivacea_x/1957_1960_a4a,0.206239065,0.043174359,2181,0.206239065,0.043174359,0.095388007,0.044099987,0.061716500,0.035692800,0.058382233,0.020184910,0.121894262,0.040948726
pofadder_olivacea_x/1957_1960_a5a,0.235390968,0.030378511,3441,0.235390968,0.030378511,0.110627529,0.026161830,0.079936513,0.020509077,0.070988050,0.013883756,0.141423222,0.024968662
pofadder_olivacea_x/1957_1960_a5b,0.266219981,0.057848876,4537,0.266219981,0.057848876,0.137956989,0.049221153,0.094403768,0.035018186,0.080494973,0.021522473,0.168425282,0.047620329
pofadder_olivacea_x/1957_1960_a6a,0.185666614,0.074755812,8163,0.185666614,0.074755812,0.089728812,0.050220788,0.060267040,0.040695760,0.062195960,0.027350322,0.112896427,0.055262418
pofadder_olivacea_x/1957_1960_a7a,0.214076502,0.033946808,9476,0.214076502,0.033946808,0.098379946,0.026460029,0.067185813,0.021082114,0.077612475,0.016216588,0.127631343,0.026749735
pofadder_olivacea_x/1957_1960_a7b,0.127344196,0.038260156,8041,0.127344196,0.038260156,0.067039257,0.025409026,0.041630974,0.020277063,0.053272596,0.019272961,0.080935268,0.027713435
pofadder_olivacea_x/1957_1960_a8a,0.118171240,0.039585121,4827,0.118171240,0.039585121,0.054643934,0.026221626,0.032049179,0.022212780,0.050051784,0.022857654,0.069689578,0.028827750
pofadder_olivacea_x/1957_1960_a8b,0.154263299,0.040943782,6548,0.154263299,0.040943782,0.061170282,0.026476641,0.037239165,0.021599945,0.058118110,0.025747649,0.084682337,0.029141365
pofadder_olivacea_x/1957_1960_a9a,0.206228475,0.080302422,4719,0.206228475,0.080302422,0.106642409,0.065315519,0.076474743,0.056386482,0.080902003,0.037344939,0.131242635,0.065889817
pofadder_olivacea_x/1957_1960_a9b,0.152294687,0.046921966,5965,0.152294687,0.046921966,0.077854830,0.031641297,0.052506821,0.027915829,0.062025102,0.019739880,0.095644687,0.033701990
pofadder_olivacea_x/1957_1960_b1,0.511891914,0.126493967,15666,0.511891914,0.126493967,0.265391184,0.093082463,0.164895363,0.063802583,0.127262805,0.034622201,0.323880088,0.095663800
pofadder_olivacea_x/1957_1960_b2,0.297295529,0.072758642,37147,0.297295529,0.072758642,0.185525687,0.061615798,0.127297070,0.048832697,0.091173082,0.029427493,0.207455910,0.061799189
pofadder_olivacea_x/1957_1960_b3,0.511227123,0.110305465,206565,0.511227123,0.110305465,0.425411153,0.102638611,0.381279187,0.104331797,0.249113745,0.065067666,0.441793844,0.103191238
pofadder_olivacea_x/1957_1960_b4,0.458193987,0.203810060,180740,0.458193987,0.203810060,0.296811616,0.156413297,0.221226759,0.128230315,0.176498896,0.094121598,0.333520179,0.164497875
pofadder_olivacea_x/1957_1960_b5,0.583436230,0.109345746,115426,0.583436230,0.109345746,0.446166247,0.096235881,0.362546039,0.084800827,0.305076843,0.054568741,0.476308000,0.096716767
pofadder_olivacea_x/1957_1960_b6,0.552398253,0.185838709,2040988,0.552398253,0.185838709,0.412544169,0.174388507,0.333569742,0.161391709,0.292725952,0.130211021,0.444230600,0.174954231
pofadder_olivacea_x/1957_1960_c1,0.210814763,0.065783594,24349,0.210814763,0.065783594,0.103328307,0.042657097,0.057164717,0.029106955,0.052987533,0.018603558,0.128230827,0.046059798
pofadder_olivacea_x/1957_1960_c2,0.211760094,0.069588513,30968,0.211760094,0.069588513,0.106355092,0.045101552,0.061780618,0.030837233,0.059794316,0.019347370,0.131498562,0.049272484
pofadder_olivacea_x/1957_1960_p1,0.552398253,0.185838709,2040988,0.552398253,0.185838709,0.412544169,0.174388507,0.333569742,0.161391709,0.292725952,0.130211021,0.444230600,0.174954231
pofadder_olivacea_x/1968_1972_a1a,0.176567886,0.056926991,25403,0.176567886,0.056926991,0.119472389,0.039254445,0.076527815,0.029135934,0.065796373,0.019326883,0.128995471,0.041965537
pofadder_olivacea_x/1968_1972_a1b,0.185596147,0.053594535,20495,0.185596147,0.053594535,0.118899634,0.035395044,0.078688652,0.027090357,0.068667322,0.018077405,0.131625627,0.037829651
pofadder_olivacea_x/1968_1972_a2a,0.215868229,0.066904383,28579,0.215868229,0.066904383,0.162480833,0.042656190,0.102553361,0.027093045,0.078566773,0.016717587,0.168852722,0.046795594
pofadder_olivacea_x/1968_1972_a2b,0.169758120,0.071644379,18535,0.169758120,0.071644379,0.131626631,0.045212097,0.085541190,0.031068175,0.069756894,0.020686196,0.135189853,0.050096622
pofadder_olivacea_x/1968_1972_a3a,0.165239697,0.041850156,22450,0.165239697,0.041850156,0.113404245,0.031294595,0.073142913,0.025426569,0.065529387,0.017283817,0.121730305,0.032207187
pofadder_olivacea_x/1968_1972_a3b,0.127454228,0.043006297,16134,0.127454228,0.043006297,0.088827992,0.031204333,0.057899128,0.024997198,0.057304457,0.017577825,0.094438443,0.032837521
pofadder_olivacea_x/1968_1972_b1,0.435876161,0.134707985,155834,0.435876161,0.134707985,0.340576428,0.117363041,0.270055831,0.100392771,0.209285652,0.068161831,0.358805606,0.119137724
pofadder_olivacea_x/1968_1972_b2,0.413753769,0.158334694,87892,0.413753769,0.158334694,0.308213368,0.120865497,0.250985406,0.100815804,0.207886658,0.077675675,0.331183115,0.126991843
pofadder_olivacea_x/1968_1972_b3,0.359008609,0.110163246,2803668,0.359008609,0.110163246,0.242300720,0.094050183,0.180717807,0.082965587,0.147817505,0.061633294,0.267686663,0.093823601
pofadder_olivacea_x/1968_1972_b4,0.513394511,0.126409419,48462,0.513394511,0.126409419,0.273218066,0.103585759,0.182486124,0.081226426,0.142280347,0.055214201,0.330916760,0.104917746
pofadder_olivacea_x/1968_1972_c1,0.177465213,0.045189240,85122,0.177465213,0.045189240,0.086198125,0.031031379,0.049864212,0.021601167,0.047039163,0.013796887,0.106662555,0.032878635
pofadder_olivacea_x/1968_1972_g1,0.225968170,0.107154775,29070,0.225968170,0.107154775,0.112446435,0.077515892,0.070214566,0.058318165,0.061396406,0.035256498,0.138833819,0.081640938
pofadder_olivacea_x/1980_1983_a1a,0.094795856,0.035985244,12565,0.094795856,0.035985244,0.073839544,0.026317859,0.056726468,0.022622542,0.055815734,0.015521314,0.076258268,0.027843973
pofadder_olivacea_x/1980_1983_a1b,0.099857936,0.035374512,11460,0.099857936,0.035374512,0.074021999,0.027369181,0.056030794,0.023333324,0.054415459,0.015159160,0.077739305,0.027846018
pofadder_olivacea_x/1980_1983_a2a,0.078933468,0.026412125,10969,0.078933468,0.026412125,0.062071285,0.020201696,0.046864254,0.017441193,0.049644716,0.013679171,0.063549386,0.020729158
pofadder_olivacea_x/1980_1983_a2b,0.130604660,0.070982624,17421,0.130604660,0.070982624,0.107960680,0.067341855,0.085370234,0.061921008,0.078480425,0.042771805,0.110383857,0.066917123
pofadder_olivacea_x/1980_1983_a3a,0.155243607,0.042470549,9916,0.155243607,0.042470549,0.108030817,0.032346950,0.083784308,0.027312274,0.073915327,0.016821967,0.117221697,0.033137938
pofadder_olivacea_x/1980_1983_a3b,0.187741995,0.077983645,9767,0.187741995,0.077983645,0.126631649,0.050935870,0.099627857,0.040505389,0.084831038,0.026199696,0.139524270,0.056430679
pofadder_olivacea_x/1980_1983_a4a,0.218374087,0.056365052,12276,0.218374087,0.056365052,0.139451377,0.036668706,0.107267218,0.029876234,0.091243934,0.018811011,0.156947059,0.040129344
pofadder_olivacea_x/1980_1983_a4b,0.177043073,0.044960913,12846,0.177043073,0.044960913,0.120472950,0.031546313,0.094710230,0.026515445,0.082584195,0.017434512,0.132218067,0.033619512
pofadder_olivacea_x/1980_1983_a5a,0.168825746,0.055765636,5896,0.168825746,0.055765636,0.114698930,0.038213000,0.091873700,0.032022818,0.082239909,0.020521667,0.126145881,0.040443986
pofadder_olivacea_x/1980_1983_a5b,0.147334159,0.056168813,9229,0.147334159,0.056168813,0.097439497,0.033981207,0.075448685,0.027420390,0.070084085,0.018729442,0.107728115,0.038348375
pofadder_olivacea_x/1980_1983_a6a,0.150908424,0.092312899,13312,0.150908424,0.092312899,0.099408751,0.057791214,0.075608227,0.045279877,0.070230885,0.030226018,0.109966153,0.065882668
pofadder_olivacea_x/1980_1983_a6b,0.061467389,0.026095343,6830,0.061467389,0.026095343,0.053725828,0.019876929,0.042759543,0.018019598,0.047365455,0.012732065,0.053065880,0.020669208
pofadder_olivacea_x/1980_1983_a7a,0.090166795,0.026961615,7059,0.090166795,0.026961615,0.062305348,0.016952918,0.046384058,0.013416412,0.049342616,0.009691844,0.066897195,0.018198266
pofadder_olivacea_x/1980_1983_a7b,0.145862312,0.087865754,10862,0.145862312,0.087865754,0.095409016,0.055902102,0.070264114,0.043260419,0.067157578,0.027565062,0.105503415,0.063225640
pofadder_olivacea_x/1980_1983_b1,0.279852525,0.135393753,3086872,0.279852525,0.135393753,0.185271422,0.101190253,0.134249942,0.077982223,0.111476504,0.051747237,0.205347276,0.105973941
pofadder_olivacea_x/1980_1983_b2,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_b3,0.170180119,0.061293145,75825,0.170180119,0.061293145,0.135269924,0.056712412,0.106840128,0.051295635,0.095006917,0.039205566,0.140687671,0.056663961
pofadder_olivacea_x/1980_1983_p1,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_p2,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_p3,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_p4,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_p5,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1980_1983_p6,0.604164220,0.252812453,5239456,0.604164220,0.252812453,0.480835245,0.208199907,0.409236216,0.179463974,0.335749034,0.133629453,0.508093934,0.217101701
pofadder_olivacea_x/1992_1995_a1a,0.157239808,0.052413731,7951,0.157239808,0.052413731,0.094167650,0.036407138,0.071447228,0.028408051,0.068074690,0.018854009,0.108209128,0.038958611
pofadder_olivacea_x/1992_1995_a1b,0.097199865,0.019430240,4065,0.097199865,0.019430240,0.061575055,0.016840155,0.045964708,0.013708555,0.049955845,0.009530396,0.068462933,0.016046393
