,Label,lumMean,lumSD,area,lwMean,lwSD,swMean,swSD
19003,aggeneys_olivacea_CDE/CDE_b01_a1,0.118531594,0.088473988,56865,0.118531594,0.088473988,0.061157983,0.061076233
19004,aggeneys_olivacea_CDE/CDE_b01_a2,0.108946353,0.059268701,39876,0.108946353,0.059268701,0.055465546,0.031526599
19005,aggeneys_olivacea_CDE/CDE_b01_a3,0.117140144,0.071436734,46425,0.117140144,0.071436734,0.056432061,0.032694339
19006,aggeneys_olivacea_CDE/CDE_b01_b1,0.197984363,0.08136774,195770,0.197984363,0.08136774,0.146015363,0.059830407
19007,aggeneys_olivacea_CDE/CDE_b01_b2,0.236074186,0.084430638,57142,0.236074186,0.084430638,0.149180651,0.061131385
19008,aggeneys_olivacea_CDE/CDE_b01_b3,0.117325425,0.069153899,92754,0.117325425,0.069153899,0.083065395,0.04682355
19009,aggeneys_olivacea_CDE/CDE_b01_c1,0.08896609,0.064034437,42798,0.08896609,0.064034437,0.030580637,0.040893059
19010,aggeneys_olivacea_CDE/CDE_b01_c2,0.093901336,0.048204974,7705,0.093901336,0.048204974,0.034544447,0.028574742
19011,aggeneys_olivacea_CDE/CDE_b01_c3,0.102508934,0.075375125,9333,0.102508934,0.075375125,0.042130422,0.048159558
19012,aggeneys_olivacea_CDE/CDE_b02_a1,0.101802396,0.053738394,52314,0.101802396,0.053738394,0.058497652,0.031494336
19013,aggeneys_olivacea_CDE/CDE_b02_a2,0.095547482,0.047372535,28675,0.095547482,0.047372535,0.057808169,0.035393484
19014,aggeneys_olivacea_CDE/CDE_b02_a3,0.142469142,0.086924032,39127,0.142469142,0.086924032,0.08722897,0.045586075
19015,aggeneys_olivacea_CDE/CDE_b02_b1,0.205917122,0.060650281,133233,0.205917122,0.060650281,0.113249362,0.042350901
19016,aggeneys_olivacea_CDE/CDE_b02_b2,0.114605439,0.046400052,34329,0.114605439,0.046400052,0.089226897,0.035787244
19017,aggeneys_olivacea_CDE/CDE_b02_b3,0.227253891,0.110047393,184555,0.227253891,0.110047393,0.171357122,0.084610464
19018,aggeneys_olivacea_CDE/CDE_b02_b4,0.291560166,0.110846379,145700,0.291560166,0.110846379,0.19965766,0.092749471
19019,aggeneys_olivacea_CDE/CDE_b02_b5,0.219390159,0.092072845,35265,0.219390159,0.092072845,0.113024012,0.061877261
19020,aggeneys_olivacea_CDE/CDE_b02_b6,0.113173849,0.0342403,20960,0.113173849,0.0342403,0.064028781,0.027820445
19021,aggeneys_olivacea_CDE/CDE_b02_c1,0.063300173,0.047843524,36585,0.063300173,0.047843524,0.019764829,0.030466373
19022,aggeneys_olivacea_CDE/CDE_b02_c2,0.086828277,0.034284491,25421,0.086828277,0.034284491,0.031096834,0.022517441
19023,aggeneys_olivacea_CDE/CDE_b03_a1,0.14977299,0.070813461,61125,0.14977299,0.070813461,0.088358416,0.039379299
19024,aggeneys_olivacea_CDE/CDE_b03_a2,0.156278299,0.070766423,53035,0.156278299,0.070766423,0.087843836,0.041042802
19025,aggeneys_olivacea_CDE/CDE_b03_a3,0.15124429,0.060331581,26127,0.15124429,0.060331581,0.080950604,0.035861878
19026,aggeneys_olivacea_CDE/CDE_b03_b1,0.307898706,0.07577244,19717,0.307898706,0.07577244,0.16781456,0.053247574
19027,aggeneys_olivacea_CDE/CDE_b03_b2,0.156168314,0.072919366,23986,0.156168314,0.072919366,0.103044202,0.054340206
19028,aggeneys_olivacea_CDE/CDE_b03_b3,0.30698469,0.107263688,64406,0.30698469,0.107263688,0.170454639,0.075510142
19029,aggeneys_olivacea_CDE/CDE_b03_b4,0.23592953,0.06318614,13728,0.23592953,0.06318614,0.111437206,0.043206273
19030,aggeneys_olivacea_CDE/CDE_b03_b5,0.048651095,0.029956139,7720,0.048651095,0.029956139,0.037226478,0.021758543
19031,aggeneys_olivacea_CDE/CDE_b03_b6,0.316609249,0.053231157,17859,0.316609249,0.053231157,0.215967472,0.04337741
19032,aggeneys_olivacea_CDE/CDE_b03_b7,0.291204067,0.085394395,91851,0.291204067,0.085394395,0.150784111,0.05974081
19033,aggeneys_olivacea_CDE/CDE_b03_b8,0.133322175,0.06608102,126576,0.133322175,0.06608102,0.081397145,0.043957594
19034,aggeneys_olivacea_CDE/CDE_b03_b9,0.093046799,0.029960538,6662,0.093046799,0.029960538,0.028353692,0.016790453
19035,aggeneys_olivacea_CDE/CDE_b04_a1,0.125341085,0.060378823,69392,0.125341085,0.060378823,0.090265841,0.033904027
19036,aggeneys_olivacea_CDE/CDE_b04_a2,0.123098847,0.039465816,64010,0.123098847,0.039465816,0.088965779,0.025954502
19037,aggeneys_olivacea_CDE/CDE_b04_a3,0.115250927,0.036637688,43852,0.115250927,0.036637688,0.08526238,0.022099034
19038,aggeneys_olivacea_CDE/CDE_b04_b1,0.15054488,0.069321445,283311,0.15054488,0.069321445,0.102775469,0.043906
19039,aggeneys_olivacea_CDE/CDE_b04_b10,0.109263583,0.018156023,579,0.109263583,0.018156023,0.057342036,0.009623309
19040,aggeneys_olivacea_CDE/CDE_b04_b11,0.280611168,0.064090193,11525,0.280611168,0.064090193,0.176622657,0.041126195
19041,aggeneys_olivacea_CDE/CDE_b04_b12,0.274462074,0.045586895,24501,0.274462074,0.045586895,0.146863686,0.03111045
19042,aggeneys_olivacea_CDE/CDE_b04_b13,0.290629698,0.086537949,53184,0.290629698,0.086537949,0.185843198,0.073619917
19043,aggeneys_olivacea_CDE/CDE_b04_b14,0.453670324,0.137355424,180,0.453670324,0.137355424,0.325198883,0.097652867
19044,aggeneys_olivacea_CDE/CDE_b04_b15,0.180354163,0.049506064,21409,0.180354163,0.049506064,0.103233161,0.030878169
19045,aggeneys_olivacea_CDE/CDE_b04_b16,0.168256629,0.048333204,14937,0.168256629,0.048333204,0.107432111,0.03438723
19046,aggeneys_olivacea_CDE/CDE_b04_b17,0.109556394,0.037170328,7443,0.109556394,0.037170328,0.080175383,0.025519615
19047,aggeneys_olivacea_CDE/CDE_b04_b2,0.225251648,0.072026586,345057,0.225251648,0.072026586,0.14191971,0.048985517
19048,aggeneys_olivacea_CDE/CDE_b04_b3,0.193663916,0.052491021,25436,0.193663916,0.052491021,0.138391052,0.040335969
19049,aggeneys_olivacea_CDE/CDE_b04_b4,0.24067904,0.054960412,24621,0.24067904,0.054960412,0.141397778,0.036564686
19050,aggeneys_olivacea_CDE/CDE_b04_b5,0.200074322,0.043234838,4405,0.200074322,0.043234838,0.125521788,0.027098605
19051,aggeneys_olivacea_CDE/CDE_b04_b6,0.165858671,0.046487302,192594,0.165858671,0.046487302,0.087417895,0.026841152
19052,aggeneys_olivacea_CDE/CDE_b04_b7,0.141297426,0.076316041,113582,0.141297426,0.076316041,0.083525777,0.042851066
19053,aggeneys_olivacea_CDE/CDE_b04_b8,0.364397193,0.093546504,49810,0.364397193,0.093546504,0.224462516,0.071967821
19054,aggeneys_olivacea_CDE/CDE_b04_b9,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19055,aggeneys_olivacea_CDE/CDE_b04_c1,0.08544745,0.022156547,1895,0.08544745,0.022156547,0.042433673,0.011237551
19056,aggeneys_olivacea_CDE/CDE_b04_c2,0.079834213,0.026100937,4252,0.079834213,0.026100937,0.044586955,0.017056478
19057,aggeneys_olivacea_CDE/CDE_b04_p1,0.15054488,0.069321445,283311,0.15054488,0.069321445,0.102775469,0.043906
19058,aggeneys_olivacea_CDE/CDE_b04_p2,0.165858671,0.046487302,192594,0.165858671,0.046487302,0.087417895,0.026841152
19059,aggeneys_olivacea_CDE/CDE_b04_p3,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19060,aggeneys_olivacea_CDE/CDE_b04_p4,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19061,aggeneys_olivacea_CDE/CDE_b04_p5,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19062,aggeneys_olivacea_CDE/CDE_b04_p6,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19063,aggeneys_olivacea_CDE/CDE_b04_p7,0.166635496,0.05470224,510183,0.166635496,0.05470224,0.110508111,0.037472471
19064,aggeneys_olivacea_CDE/CDE_b04_p8,0.290629698,0.086537949,53184,0.290629698,0.086537949,0.185843198,0.073619917
19065,aggeneys_olivacea_CDE/CDE_b05_a1,0.127623388,0.054273861,68999,0.127623388,0.054273861,0.085755876,0.02376301
19066,aggeneys_olivacea_CDE/CDE_b05_a2,0.128328417,0.044519545,68311,0.128328417,0.044519545,0.087469943,0.023438792
19067,aggeneys_olivacea_CDE/CDE_b05_a3,0.123291875,0.028470515,44703,0.123291875,0.028470515,0.085492444,0.014942928
19068,aggeneys_olivacea_CDE/CDE_b05_b1,0.119212079,0.041051763,47190,0.119212079,0.041051763,0.073160395,0.027135599
19069,aggeneys_olivacea_CDE/CDE_b05_b2,0.212537981,0.038359663,8809,0.212537981,0.038359663,0.156468461,0.041666855
19070,aggeneys_olivacea_CDE/CDE_b05_b3,0.167769156,0.037816236,69108,0.167769156,0.037816236,0.105877181,0.029669322
19071,aggeneys_olivacea_CDE/CDE_b05_b4,0.18570149,0.063654246,36858,0.18570149,0.063654246,0.114182699,0.041276869
19072,aggeneys_olivacea_CDE/CDE_b05_b5,0.250830262,0.049475353,6843,0.250830262,0.049475353,0.17714614,0.04289614
19073,aggeneys_olivacea_CDE/CDE_b05_c1,0.120069895,0.03962916,23074,0.120069895,0.03962916,0.062456627,0.02178474
19074,aggeneys_olivacea_CDE/CDE_b05_c2,0.080225127,0.035193196,4611,0.080225127,0.035193196,0.043081933,0.022126726
19075,aggeneys_olivacea_CDE/CDE_b06_a1,0.09639922,0.048394758,41014,0.09639922,0.048394758,0.056474437,0.025435056
19076,aggeneys_olivacea_CDE/CDE_b06_a2,0.08981386,0.05155087,32051,0.08981386,0.05155087,0.058127197,0.028573038
19077,aggeneys_olivacea_CDE/CDE_b06_a3,0.075028029,0.0541372,37639,0.075028029,0.0541372,0.046873323,0.026324483
19078,aggeneys_olivacea_CDE/CDE_b06_b1,0.102341819,0.065860065,1466464,0.102341819,0.065860065,0.059352219,0.040319789
19079,aggeneys_olivacea_CDE/CDE_b06_b2,0.484501819,0.085166092,582057,0.484501819,0.085166092,0.388934598,0.077341412
19080,aggeneys_olivacea_CDE/CDE_b06_c1,0.054844477,0.042849399,30096,0.054844477,0.042849399,0.018604324,0.025367141
19081,aggeneys_olivacea_CDE/CDE_b06_c2,0.045784933,0.034877951,12831,0.045784933,0.034877951,0.011431526,0.016946422
19082,aggeneys_olivacea_CDE/CDE_b07_a1,0.136731118,0.062660057,55126,0.136731118,0.062660057,0.158104194,0.04900901
19083,aggeneys_olivacea_CDE/CDE_b07_a2,0.159609064,0.084377287,64432,0.159609064,0.084377287,0.172225702,0.067449139
19084,aggeneys_olivacea_CDE/CDE_b07_a3,0.117076569,0.073616918,77508,0.117076569,0.073616918,0.135220122,0.059576116
19085,aggeneys_olivacea_CDE/CDE_b07_b1,0.186052351,0.097385361,1132156,0.186052351,0.097385361,0.154924174,0.073186773
19086,aggeneys_olivacea_CDE/CDE_b07_b2,0.520093763,0.10432869,39870,0.520093763,0.10432869,0.433731115,0.087478215
19087,aggeneys_olivacea_CDE/CDE_b07_b3,0.18891108,0.070614553,49738,0.18891108,0.070614553,0.148002031,0.062287307
19088,aggeneys_olivacea_CDE/CDE_b07_b4,0.348250344,0.083017148,39612,0.348250344,0.083017148,0.385429093,0.075233407
19089,aggeneys_olivacea_CDE/CDE_b07_c1,0.057150288,0.034672468,11302,0.057150288,0.034672468,0.053620075,0.031155985
19090,aggeneys_olivacea_CDE/CDE_b08_a1,0.115561444,0.073939636,92484,0.115561444,0.073939636,0.074251933,0.039195453
19091,aggeneys_olivacea_CDE/CDE_b08_a2,0.104251751,0.040219907,34135,0.104251751,0.040219907,0.074044961,0.022168458
19092,aggeneys_olivacea_CDE/CDE_b08_a3,0.134221482,0.067364582,47289,0.134221482,0.067364582,0.082054315,0.036684136
19093,aggeneys_olivacea_CDE/CDE_b08_b1,0.09598561,0.065084625,374566,0.09598561,0.065084625,0.047322397,0.038904572
19094,aggeneys_olivacea_CDE/CDE_b08_b2,0.225260014,0.090820218,51622,0.225260014,0.090820218,0.13995023,0.070079733
19095,aggeneys_olivacea_CDE/CDE_b08_b3,0.197207986,0.069839832,93113,0.197207986,0.069839832,0.121573999,0.048309918
19096,aggeneys_olivacea_CDE/CDE_b08_c1,0.063725359,0.037015729,4073,0.063725359,0.037015729,0.022269632,0.02183034
19097,aggeneys_olivacea_CDE/CDE_b09_a1,0.157149046,0.058351464,46582,0.157149046,0.058351464,0.09451915,0.040361136
19098,aggeneys_olivacea_CDE/CDE_b09_a2,0.173068343,0.066405252,54425,0.173068343,0.066405252,0.102481457,0.048930638
19099,aggeneys_olivacea_CDE/CDE_b09_a3,0.195913477,0.067406697,52709,0.195913477,0.067406697,0.113858902,0.042361138
19100,aggeneys_olivacea_CDE/CDE_b09_b1,0.358775307,0.092819711,34290,0.358775307,0.092819711,0.272111077,0.073197669
19101,aggeneys_olivacea_CDE/CDE_b09_b2,0.308138128,0.108443823,215766,0.308138128,0.108443823,0.221529191,0.084718588
19102,aggeneys_olivacea_CDE/CDE_b09_b3,0.189555532,0.099070451,68853,0.189555532,0.099070451,0.126430102,0.069148872
19103,aggeneys_olivacea_CDE/CDE_b09_c1,0.129508013,0.03808744,3893,0.129508013,0.03808744,0.06297059,0.022065219
19104,aggeneys_olivacea_CDE/CDE_b09_c2,0.096513714,0.043771559,15536,0.096513714,0.043771559,0.051216035,0.026408076
19105,aggeneys_olivacea_CDE/CDE_b10_a1,0.087700735,0.058021786,35450,0.087700735,0.058021786,0.050479394,0.029268535
19106,aggeneys_olivacea_CDE/CDE_b10_a2,0.05617634,0.027097807,20475,0.05617634,0.027097807,0.029920663,0.018642636
19107,aggeneys_olivacea_CDE/CDE_b10_a3,0.051120225,0.040119393,26325,0.051120225,0.040119393,0.031735135,0.022349051
19108,aggeneys_olivacea_CDE/CDE_b10_b1,0.309644226,0.105087995,295275,0.309644226,0.105087995,0.225553622,0.086062406
19109,aggeneys_olivacea_CDE/CDE_b10_b2,0.158401416,0.075793601,43439,0.158401416,0.075793601,0.088280725,0.050894339
19110,aggeneys_olivacea_CDE/CDE_b10_b3,0.358292752,0.047953984,27310,0.358292752,0.047953984,0.272803437,0.045526261
19111,aggeneys_olivacea_CDE/CDE_b10_b4,0.209940904,0.069073876,154848,0.209940904,0.069073876,0.132756513,0.057425391
19112,aggeneys_olivacea_CDE/CDE_b10_b5,0.286783672,0.074408603,39509,0.286783672,0.074408603,0.199566599,0.055103947
19113,aggeneys_olivacea_CDE/CDE_b10_c1,0.062369687,0.031940236,1011,0.062369687,0.031940236,0.016668229,0.018371521
19114,aggeneys_olivacea_CDE/CDE_b10_c2,0.106520407,0.05524803,8972,0.106520407,0.05524803,0.04310009,0.042080548
19115,aggeneys_olivacea_CDE/CDE_b10_c3,0.086059387,0.051473624,3281,0.086059387,0.051473624,0.032662868,0.03135689
19116,aggeneys_olivacea_CDE/CDE_b11_a1,0.088637277,0.043796127,44582,0.088637277,0.043796127,0.045167825,0.031133987
19117,aggeneys_olivacea_CDE/CDE_b11_a2,0.054757521,0.029023672,33045,0.054757521,0.029023672,0.039860755,0.020735698
19118,aggeneys_olivacea_CDE/CDE_b11_a3,0.072810503,0.041161154,34132,0.072810503,0.041161154,0.043584427,0.026792747
19119,aggeneys_olivacea_CDE/CDE_b11_b1,0.266703359,0.11044123,76790,0.266703359,0.11044123,0.210700626,0.088756491
19120,aggeneys_olivacea_CDE/CDE_b11_b2,0.370627251,0.14051611,111603,0.370627251,0.14051611,0.270492802,0.099838621
19121,aggeneys_olivacea_CDE/CDE_b11_b3,0.117366876,0.074797725,43450,0.117366876,0.074797725,0.085816856,0.0642019
19122,aggeneys_olivacea_CDE/CDE_b11_c1,0.080659269,0.04245594,5911,0.080659269,0.04245594,0.028949016,0.02437588
19123,aggeneys_olivacea_CDE/CDE_b12_a1,0.187337887,0.071402251,45232,0.187337887,0.071402251,0.112343969,0.03547857
19124,aggeneys_olivacea_CDE/CDE_b12_a2,0.172561608,0.054297192,47277,0.172561608,0.054297192,0.107334066,0.02882857
19125,aggeneys_olivacea_CDE/CDE_b12_a3,0.171093063,0.056363321,43823,0.171093063,0.056363321,0.106603742,0.032388252
19126,aggeneys_olivacea_CDE/CDE_b12_b1,0.232513862,0.065095768,7888,0.232513862,0.065095768,0.157806184,0.048109641
19127,aggeneys_olivacea_CDE/CDE_b12_b2,0.262559959,0.06751203,2802,0.262559959,0.06751203,0.184824643,0.060986849
19128,aggeneys_olivacea_CDE/CDE_b12_b3,0.303500572,0.047050607,4213,0.303500572,0.047050607,0.219124076,0.037638046
19129,aggeneys_olivacea_CDE/CDE_b12_b4,0.372091779,0.062389068,38841,0.372091779,0.062389068,0.25740266,0.06057912
19130,aggeneys_olivacea_CDE/CDE_b12_b5,0.436692256,0.087691035,3807,0.436692256,0.087691035,0.240824888,0.057648086
19131,aggeneys_olivacea_CDE/CDE_b12_b6,0.431002189,0.087296477,2638,0.431002189,0.087296477,0.300400835,0.063191381
19132,aggeneys_olivacea_CDE/CDE_b13_a1,0.165071448,0.063519202,62727,0.165071448,0.063519202,0.095774332,0.037310012
19133,aggeneys_olivacea_CDE/CDE_b13_a2,0.159652567,0.039150918,45347,0.159652567,0.039150918,0.094744852,0.023793244
19134,aggeneys_olivacea_CDE/CDE_b13_a3,0.138509459,0.066276701,50965,0.138509459,0.066276701,0.080916418,0.030927319
19135,aggeneys_olivacea_CDE/CDE_b13_b1,0.260195922,0.077487133,79005,0.260195922,0.077487133,0.171993804,0.049694266
19136,aggeneys_olivacea_CDE/CDE_b13_b2,0.210220299,0.076033132,238230,0.210220299,0.076033132,0.177976345,0.060680076
19137,aggeneys_olivacea_CDE/CDE_b13_b3,0.26786717,0.056070241,17012,0.26786717,0.056070241,0.166440882,0.045357201
19138,aggeneys_olivacea_CDE/CDE_b13_b4,0.145318944,0.055107657,101628,0.145318944,0.055107657,0.111215032,0.041350648
19139,aggeneys_olivacea_CDE/CDE_b14_a1,0.158642438,0.064558962,30524,0.158642438,0.064558962,0.097087953,0.037193107
19140,aggeneys_olivacea_CDE/CDE_b14_a2,0.157698126,0.07129272,43487,0.157698126,0.07129272,0.085418464,0.035674232
19141,aggeneys_olivacea_CDE/CDE_b14_a3,0.073231009,0.034520633,41518,0.073231009,0.034520633,0.048818693,0.019256485
19142,aggeneys_olivacea_CDE/CDE_b14_b1,0.270363385,0.08669043,229586,0.270363385,0.08669043,0.197654934,0.072428593
19143,aggeneys_olivacea_CDE/CDE_b14_b2,0.177990844,0.038022753,2732,0.177990844,0.038022753,0.104496948,0.02297197
19144,aggeneys_olivacea_CDE/CDE_b14_b3,0.26141606,0.097085076,889320,0.26141606,0.097085076,0.188197297,0.076157918
19145,aggeneys_olivacea_CDE/CDE_b14_b4,0.215734318,0.075678337,75686,0.215734318,0.075678337,0.125238101,0.041036098
19146,aggeneys_olivacea_CDE/CDE_b14_b5,0.27081173,0.08169051,421364,0.27081173,0.08169051,0.204366563,0.068844455
19147,aggeneys_olivacea_CDE/CDE_b14_b6,0.178359341,0.040336499,24427,0.178359341,0.040336499,0.129529002,0.037166568
19148,aggeneys_olivacea_CDE/CDE_b14_b7,0.334213283,0.103301223,1256577,0.334213283,0.103301223,0.244658657,0.087596495
19149,aggeneys_olivacea_CDE/CDE_b14_c1,0.119778646,0.050679732,9575,0.119778646,0.050679732,0.05750036,0.031269818
19150,aggeneys_olivacea_CDE/CDE_b15_a1,0.10285857,0.050954106,40061,0.10285857,0.050954106,0.058916351,0.028346063
19151,aggeneys_olivacea_CDE/CDE_b15_a2,0.11200754,0.044520118,50078,0.11200754,0.044520118,0.061604673,0.030003067
19152,aggeneys_olivacea_CDE/CDE_b15_a3,0.095866066,0.049265685,54045,0.095866066,0.049265685,0.061813978,0.026569929
19153,aggeneys_olivacea_CDE/CDE_b15_b1,0.309111765,0.089232534,428364,0.309111765,0.089232534,0.252250913,0.080505854
19154,aggeneys_olivacea_CDE/CDE_b15_b2,0.17656677,0.029200568,5431,0.17656677,0.029200568,0.110298582,0.024593603
19155,aggeneys_olivacea_CDE/CDE_b15_b3,0.198880457,0.026274344,929,0.198880457,0.026274344,0.140499602,0.027283565
19156,aggeneys_olivacea_CDE/CDE_b15_b4,0.299384188,0.072183615,185510,0.299384188,0.072183615,0.267096713,0.081587835
19157,aggeneys_olivacea_CDE/CDE_b15_b5,0.199731879,0.067736222,121862,0.199731879,0.067736222,0.187099166,0.06943017
19158,aggeneys_olivacea_CDE/CDE_b15_b6,0.196895716,0.05748859,69496,0.196895716,0.05748859,0.150677509,0.054660609
19159,aggeneys_olivacea_CDE/CDE_b15_c1,0.085107537,0.035657314,46500,0.085107537,0.035657314,0.036999922,0.023001149
19160,aggeneys_olivacea_CDE/CDE_b16_a1,0.115714383,0.053207404,41260,0.115714383,0.053207404,0.052785811,0.030691253
19161,aggeneys_olivacea_CDE/CDE_b16_a2,0.117426534,0.059685367,31128,0.117426534,0.059685367,0.054466505,0.034928105
19162,aggeneys_olivacea_CDE/CDE_b16_a3,0.099025102,0.050175051,43073,0.099025102,0.050175051,0.050184555,0.032996232
19163,aggeneys_olivacea_CDE/CDE_b16_b1,0.193129844,0.065687175,77355,0.193129844,0.065687175,0.104945103,0.063560006
19164,aggeneys_olivacea_CDE/CDE_b16_b2,0.206051287,0.073417409,11363,0.206051287,0.073417409,0.141067795,0.068238446
19165,aggeneys_olivacea_CDE/CDE_b16_b3,0.333911986,0.106111015,22744,0.333911986,0.106111015,0.247663419,0.089952754
19166,aggeneys_olivacea_CDE/CDE_b16_b4,0.167277558,0.073382641,898870,0.167277558,0.073382641,0.124815756,0.066775956
19167,aggeneys_olivacea_CDE/CDE_b16_c1,0.033268003,0.037049586,8833,0.033268003,0.037049586,0.000387205,0.0213753
19168,aggeneys_olivacea_CDE/CDE_b16_c2,0.070035952,0.04683376,4979,0.070035952,0.04683376,0.015430829,0.027979059
19169,aggeneys_olivacea_CDE/CDE_b17_a1,0.174365552,0.074254455,28510,0.174365552,0.074254455,0.096075984,0.03667411
19170,aggeneys_olivacea_CDE/CDE_b17_a2,0.2017717,0.080319823,38903,0.2017717,0.080319823,0.1141176,0.053215982
19171,aggeneys_olivacea_CDE/CDE_b17_a3,0.13113548,0.075352054,25030,0.13113548,0.075352054,0.075217798,0.036855665
19172,aggeneys_olivacea_CDE/CDE_b17_b1,0.147223069,0.035896626,1201,0.147223069,0.035896626,0.056368279,0.023257096
19173,aggeneys_olivacea_CDE/CDE_b17_b2,0.297290405,0.061061963,1748,0.297290405,0.061061963,0.158421178,0.042875835
19174,aggeneys_olivacea_CDE/CDE_b17_b3,0.116817267,0.020523969,1307,0.116817267,0.020523969,0.061959739,0.014704789
19175,aggeneys_olivacea_CDE/CDE_b17_b4,0.315071106,0.143000644,50191,0.315071106,0.143000644,0.249583833,0.116609087
19176,aggeneys_olivacea_CDE/CDE_b17_b5,0.419260259,0.061396497,70399,0.419260259,0.061396497,0.349317836,0.061597145
19177,aggeneys_olivacea_CDE/CDE_b17_b6,0.194173543,0.06068398,18761,0.194173543,0.06068398,0.127396007,0.045683273
19178,aggeneys_olivacea_CDE/CDE_b17_c1,0.079138974,0.048856084,5574,0.079138974,0.048856084,0.027175263,0.033479647
19179,aggeneys_olivacea_CDE/CDE_b18_a1,0.127457076,0.070771402,52366,0.127457076,0.070771402,0.055991998,0.036989947
19180,aggeneys_olivacea_CDE/CDE_b18_a2,0.15660281,0.074903747,48151,0.15660281,0.074903747,0.074841509,0.038046517
19181,aggeneys_olivacea_CDE/CDE_b18_a3,0.151158132,0.061314295,55076,0.151158132,0.061314295,0.066939858,0.039021571
19182,aggeneys_olivacea_CDE/CDE_b18_b1,0.215017796,0.072651626,11451,0.215017796,0.072651626,0.15287451,0.05653462
19183,aggeneys_olivacea_CDE/CDE_b18_b2,0.249779104,0.13228379,566115,0.249779104,0.13228379,0.191699155,0.11098927
19184,aggeneys_olivacea_CDE/CDE_b18_b3,0.285689592,0.10714204,478350,0.285689592,0.10714204,0.243392748,0.093578737
19185,aggeneys_olivacea_CDE/CDE_b18_b4,0.45602707,0.0881088,676557,0.45602707,0.0881088,0.384699165,0.082170793
19186,aggeneys_olivacea_CDE/CDE_b18_c1,0.065183117,0.03736771,4350,0.065183117,0.03736771,0.013616724,0.018954496
19187,aggeneys_olivacea_CDE/CDE_b18_c2,0.058016613,0.049662593,6932,0.058016613,0.049662593,0.017903515,0.034818801
19188,aggeneys_olivacea_CDE/CDE_b19_a1,0.187756375,0.072310855,87798,0.187756375,0.072310855,0.128585799,0.040812039
19189,aggeneys_olivacea_CDE/CDE_b19_a2,0.179846108,0.065997549,62902,0.179846108,0.065997549,0.125763485,0.041377505
19190,aggeneys_olivacea_CDE/CDE_b19_a3,0.196958041,0.065828831,82672,0.196958041,0.065828831,0.128369635,0.037768151
19191,aggeneys_olivacea_CDE/CDE_b19_b1,0.310095579,0.094480723,77796,0.310095579,0.094480723,0.204337698,0.071088365
19192,aggeneys_olivacea_CDE/CDE_b19_b2,0.233062352,0.081892801,41766,0.233062352,0.081892801,0.165683792,0.061529567
19193,aggeneys_olivacea_CDE/CDE_b19_b3,0.269259358,0.073848949,44796,0.269259358,0.073848949,0.170622961,0.057643608
19194,aggeneys_olivacea_CDE/CDE_b19_c1,0.097176014,0.03789044,10305,0.097176014,0.03789044,0.052637697,0.023850748
19195,aggeneys_olivacea_CDE/CDE_b19_c2,0.115365226,0.058130963,16455,0.115365226,0.058130963,0.063034151,0.035575612
19196,aggeneys_olivacea_CDE/CDE_b20_a1,0.168933948,0.057014064,37706,0.168933948,0.057014064,0.101963333,0.028081658
19197,aggeneys_olivacea_CDE/CDE_b20_a2,0.14183226,0.059716146,32369,0.14183226,0.059716146,0.088637756,0.033260391
19198,aggeneys_olivacea_CDE/CDE_b20_a3,0.110259649,0.044843075,45662,0.110259649,0.044843075,0.075225395,0.026413838
19199,aggeneys_olivacea_CDE/CDE_b20_b1,0.170334077,0.064782532,138153,0.170334077,0.064782532,0.108270465,0.042104241
19200,aggeneys_olivacea_CDE/CDE_b20_b2,0.193218338,0.075873293,55242,0.193218338,0.075873293,0.137886179,0.058836878
19201,aggeneys_olivacea_CDE/CDE_b20_b3,0.23888233,0.083753523,404403,0.23888233,0.083753523,0.153836877,0.057737753
19202,aggeneys_olivacea_CDE/CDE_b20_b4,0.313282293,0.055927836,7444,0.313282293,0.055927836,0.181278677,0.043672847
19203,aggeneys_olivacea_CDE/CDE_b20_b5,0.200969932,0.025158058,1674,0.200969932,0.025158058,0.097796481,0.015058863
19204,aggeneys_olivacea_CDE/CDE_b20_b6,0.294672044,0.100478948,995954,0.294672044,0.100478948,0.228279015,0.08546358
19205,aggeneys_olivacea_CDE/CDE_b20_c1,0.118488923,0.032105451,2596,0.118488923,0.032105451,0.068002136,0.020161678
19206,alexanderbay_herrei_RS/3859_3862_a1,0.197890312,0.050863636,20118,0.197890312,0.050863636,0.095633568,0.024985665
19207,alexanderbay_herrei_RS/3859_3862_b1,0.210288061,0.152252092,293644,0.210288061,0.152252092,0.145561496,0.10470429
19208,alexanderbay_herrei_RS/3859_3862_b2,0.449795981,0.125284244,21347,0.449795981,0.125284244,0.282447614,0.08153058
19209,alexanderbay_herrei_RS/3859_3862_b3,0.359618047,0.051782289,24136,0.359618047,0.051782289,0.234907105,0.041805614
19210,alexanderbay_herrei_RS/3859_3862_b4,0.262076929,0.078859759,22341,0.262076929,0.078859759,0.144257211,0.049253814
