,Label,lumMean,lumSD,area,lwMean,lwSD,swMean,swSD
21870,brakfontein_otzeniana_UV/4490_4493_b2,0.095179388,0.055375873,1860,0.095179388,0.055375873,0.069733712,0.033125408
21871,brakfontein_otzeniana_UV/4490_4493_b3,0.207314035,0.075965466,7456,0.207314035,0.075965466,0.094388068,0.032645124
21872,brakfontein_otzeniana_UV/4490_4493_b4,0.187825677,0.124697833,19447,0.187825677,0.124697833,0.117339728,0.075544452
21873,brakfontein_otzeniana_UV/4490_4493_b5,0.168880002,0.055544987,83971,0.168880002,0.055544987,0.097855022,0.028780845
21874,brakfontein_otzeniana_UV/4490_4493_b6,0.113395107,0.032857738,1717,0.113395107,0.032857738,0.060998355,0.018621483
21875,brakfontein_otzeniana_UV/4490_4493_b7,0.248792296,0.092795925,56570,0.248792296,0.092795925,0.144932748,0.058460785
21876,brakfontein_otzeniana_UV/4490_4493_b8,0.131631052,0.033657391,474,0.131631052,0.033657391,0.1015455,0.022668754
21877,brakfontein_otzeniana_UV/4490_4493_b9,0.345880539,0.094745368,257,0.345880539,0.094745368,0.23536624,0.07018134
21878,brakfontein_otzeniana_UV/4490_4493_c1,0.140191993,0.049187299,13953,0.140191993,0.049187299,0.073000722,0.024038452
21879,brakfontein_otzeniana_UV/4490_4493_p1,0.115047718,0.041063697,42252,0.115047718,0.041063697,0.057379189,0.019156606
21880,brakfontein_otzeniana_UV/4496_4499_a1,0.209730814,0.122533802,38345,0.209730814,0.122533802,0.117815235,0.067998444
21881,brakfontein_otzeniana_UV/4496_4499_a1,0.209730814,0.122533802,38345,0.209730814,0.122533802,0.117815235,0.067998444
21882,brakfontein_otzeniana_UV/4496_4499_a2,0.233014249,0.114332071,34420,0.233014249,0.114332071,0.121744615,0.042782616
21883,brakfontein_otzeniana_UV/4496_4499_a3,0.173084578,0.107043408,40330,0.173084578,0.107043408,0.09831589,0.065578462
21884,brakfontein_otzeniana_UV/4496_4499_a4,0.148585673,0.087518299,35360,0.148585673,0.087518299,0.079157282,0.040782673
21885,brakfontein_otzeniana_UV/4496_4499_b1,0.311249172,0.053366565,568,0.311249172,0.053366565,0.206771879,0.042615038
21886,brakfontein_otzeniana_UV/4496_4499_b10,0.177011521,0.087558291,34091,0.177011521,0.087558291,0.093753791,0.040614161
21887,brakfontein_otzeniana_UV/4496_4499_b11,0.123756162,0.089391635,94902,0.123756162,0.089391635,0.068784726,0.045745546
21888,brakfontein_otzeniana_UV/4496_4499_b12,0.126691792,0.029322621,1696,0.126691792,0.029322621,0.056733358,0.021517229
21889,brakfontein_otzeniana_UV/4496_4499_b13,0.117003641,0.054812584,65392,0.117003641,0.054812584,0.055729259,0.024709375
21890,brakfontein_otzeniana_UV/4496_4499_b2,0.285238427,0.05788215,398,0.285238427,0.05788215,0.150965632,0.030309827
21891,brakfontein_otzeniana_UV/4496_4499_b3,0.150466836,0.0280934,521,0.150466836,0.0280934,0.058977414,0.017418178
21892,brakfontein_otzeniana_UV/4496_4499_b4,0.376732783,0.146910562,36034,0.376732783,0.146910562,0.265106508,0.087369712
21893,brakfontein_otzeniana_UV/4496_4499_b5,0.16326121,0.095564405,71921,0.16326121,0.095564405,0.11016881,0.053821753
21894,brakfontein_otzeniana_UV/4496_4499_b6,0.16472909,0.098282902,102966,0.16472909,0.098282902,0.098404071,0.047834497
21895,brakfontein_otzeniana_UV/4496_4499_b7,0.143876864,0.086229885,9104,0.143876864,0.086229885,0.075837404,0.040263977
21896,brakfontein_otzeniana_UV/4496_4499_b8,0.145441131,0.070989901,79927,0.145441131,0.070989901,0.07499058,0.038542032
21897,brakfontein_otzeniana_UV/4496_4499_b9,0.093124634,0.07095201,361968,0.093124634,0.07095201,0.045478422,0.032604737
21898,brakfontein_otzeniana_UV/4496_4499_c1,0.120565146,0.060786624,8875,0.120565146,0.060786624,0.068141596,0.033954129
21899,brakfontein_otzeniana_UV/4496_4499_c2,0.120565146,0.060786624,8875,0.120565146,0.060786624,0.068141596,0.033954129
21900,brakfontein_otzeniana_UV/4496_4499_p1,0.093124634,0.07095201,361968,0.093124634,0.07095201,0.045478422,0.032604737
21901,brakfontein_otzeniana_UV/4496_4499_p2,0.123756162,0.089391635,94902,0.123756162,0.089391635,0.068784726,0.045745546
21902,brakfontein_otzeniana_UV/4502_4505_a1,0.259742702,0.120480561,27559,0.259742702,0.120480561,0.19290467,0.112044678
21903,brakfontein_otzeniana_UV/4502_4505_a2,0.189659797,0.07931951,24661,0.189659797,0.07931951,0.129238693,0.063219519
21904,brakfontein_otzeniana_UV/4502_4505_a3,0.165131385,0.064869448,43055,0.165131385,0.064869448,0.096637012,0.025293468
21905,brakfontein_otzeniana_UV/4502_4505_a4,0.1491356,0.060287961,31513,0.1491356,0.060287961,0.088858091,0.022069886
21906,brakfontein_otzeniana_UV/4502_4505_b1,0.163491495,0.07054472,36401,0.163491495,0.07054472,0.077944726,0.032011039
21907,brakfontein_otzeniana_UV/4502_4505_b10,0.29945725,0.07307803,7833,0.29945725,0.07307803,0.194494533,0.056654292
21908,brakfontein_otzeniana_UV/4502_4505_b2,0.069672562,0.034342682,957,0.069672562,0.034342682,0.033954239,0.013364011
21909,brakfontein_otzeniana_UV/4502_4505_b3,0.264117059,0.087254014,4920,0.264117059,0.087254014,0.19586726,0.045475205
21910,brakfontein_otzeniana_UV/4502_4505_b4,0.29276939,0.124235866,6301,0.29276939,0.124235866,0.181760566,0.070589959
21911,brakfontein_otzeniana_UV/4502_4505_b5,0.106817343,0.066023892,2393,0.106817343,0.066023892,0.064983688,0.030943724
21912,brakfontein_otzeniana_UV/4502_4505_b6,0.265678247,0.094369982,16144,0.265678247,0.094369982,0.164292269,0.069029636
21913,brakfontein_otzeniana_UV/4502_4505_b7,0.190780343,0.068298313,45589,0.190780343,0.068298313,0.096748539,0.034382661
21914,brakfontein_otzeniana_UV/4502_4505_b8,0.109170768,0.048354222,24625,0.109170768,0.048354222,0.05274238,0.020200745
21915,brakfontein_otzeniana_UV/4502_4505_b9,0.077190438,0.038676106,40045,0.077190438,0.038676106,0.044165265,0.019356935
21916,brakfontein_otzeniana_UV/4502_4505_c1,0.109077979,0.070927555,16512,0.109077979,0.070927555,0.057148803,0.039217925
21917,brakfontein_otzeniana_UV/4502_4505_c2,0.129408812,0.061418188,22718,0.129408812,0.061418188,0.069417758,0.032411764
21918,brakfontein_otzeniana_UV/4502_4505_c3,0.115292704,0.058050047,18075,0.115292704,0.058050047,0.065864264,0.032388476
21919,brakfontein_otzeniana_UV/4502_4505_c4,0.126495643,0.04979342,35165,0.126495643,0.04979342,0.057007777,0.025533326
21920,brakfontein_otzeniana_UV/4508_4511_a1,0.182915364,0.062776441,54376,0.182915364,0.062776441,0.088991104,0.025329909
21921,brakfontein_otzeniana_UV/4508_4511_a10,0.080213244,0.060198746,37925,0.080213244,0.060198746,0.044115456,0.024166091
21922,brakfontein_otzeniana_UV/4508_4511_a11,0.081951998,0.041371415,51382,0.081951998,0.041371415,0.050055641,0.01745842
21923,brakfontein_otzeniana_UV/4508_4511_a12,0.095379419,0.049568526,74076,0.095379419,0.049568526,0.056258953,0.021148068
21924,brakfontein_otzeniana_UV/4508_4511_a13,0.119105413,0.065671224,57771,0.119105413,0.065671224,0.067020347,0.028633069
21925,brakfontein_otzeniana_UV/4508_4511_a2,0.179201948,0.090809722,29806,0.179201948,0.090809722,0.084761583,0.043414446
21926,brakfontein_otzeniana_UV/4508_4511_a3,0.155684865,0.071441273,44291,0.155684865,0.071441273,0.074261018,0.028085592
21927,brakfontein_otzeniana_UV/4508_4511_a4,0.197125857,0.077393094,43129,0.197125857,0.077393094,0.099405963,0.023969735
21928,brakfontein_otzeniana_UV/4508_4511_a5,0.167252382,0.08103277,48718,0.167252382,0.08103277,0.087109953,0.031403739
21929,brakfontein_otzeniana_UV/4508_4511_a6,0.126649353,0.057044541,51917,0.126649353,0.057044541,0.069662784,0.025607492
21930,brakfontein_otzeniana_UV/4508_4511_a7,0.160271552,0.059095908,47210,0.160271552,0.059095908,0.079559091,0.021435493
21931,brakfontein_otzeniana_UV/4508_4511_a8,0.136049552,0.052149787,38447,0.136049552,0.052149787,0.069817142,0.024877287
21932,brakfontein_otzeniana_UV/4508_4511_a9,0.132665146,0.059660729,36578,0.132665146,0.059660729,0.07166244,0.025242027
21933,brakfontein_otzeniana_UV/4508_4511_b1,0.217008599,0.084437348,23892,0.217008599,0.084437348,0.115692409,0.03512854
21934,brakfontein_otzeniana_UV/4508_4511_b2,0.163079491,0.059584581,18480,0.163079491,0.059584581,0.10276831,0.032863323
21935,brakfontein_otzeniana_UV/4508_4511_b3,0.185331123,0.07960191,11203,0.185331123,0.07960191,0.122301347,0.048299911
21936,brakfontein_otzeniana_UV/4508_4511_b4,0.14840143,0.071507541,210354,0.14840143,0.071507541,0.068657189,0.030717054
21937,brakfontein_otzeniana_UV/4508_4511_b5,0.254592075,0.080149813,27885,0.254592075,0.080149813,0.143092439,0.044909231
21938,brakfontein_otzeniana_UV/4508_4511_b6,0.080139786,0.053352308,35385,0.080139786,0.053352308,0.043451227,0.022847301
21939,brakfontein_otzeniana_UV/4508_4511_b7,0.234167705,0.097380836,171771,0.234167705,0.097380836,0.107434382,0.042916365
21940,brakfontein_otzeniana_UV/4508_4511_c1,0.187824819,0.074155996,44521,0.187824819,0.074155996,0.09489871,0.038339039
21941,brakfontein_otzeniana_UV/4508_4511_c2,0.141864265,0.068751975,76544,0.141864265,0.068751975,0.066596432,0.034832412
21942,brakfontein_otzeniana_UV/4508_4511_c3,0.118026276,0.055785315,53121,0.118026276,0.055785315,0.061409013,0.030518686
21943,brakfontein_otzeniana_UV/4508_4511_c4,0.217429584,0.100293377,140277,0.217429584,0.100293377,0.110538837,0.054471663
21944,brakfontein_otzeniana_UV/4508_4511_c5,0.156757016,0.062222085,47042,0.156757016,0.062222085,0.07635085,0.033251847
21945,brakfontein_otzeniana_UV/4514_4517_a1,0.195977532,0.084719699,31306,0.195977532,0.084719699,0.110588515,0.036103921
21946,brakfontein_otzeniana_UV/4514_4517_a2,0.186179397,0.089933301,26717,0.186179397,0.089933301,0.110179552,0.034647256
21947,brakfontein_otzeniana_UV/4514_4517_a3,0.17210843,0.089607082,15729,0.17210843,0.089607082,0.091025585,0.035067352
21948,brakfontein_otzeniana_UV/4514_4517_a4,0.097043522,0.052181581,15063,0.097043522,0.052181581,0.059095975,0.027548461
21949,brakfontein_otzeniana_UV/4514_4517_a5,0.151298912,0.047334568,14399,0.151298912,0.047334568,0.096499462,0.023578344
21950,brakfontein_otzeniana_UV/4514_4517_a6,0.178303175,0.061196359,11128,0.178303175,0.061196359,0.101462999,0.028995187
21951,brakfontein_otzeniana_UV/4514_4517_a7,0.175350343,0.041825035,13758,0.175350343,0.041825035,0.106779315,0.022253385
21952,brakfontein_otzeniana_UV/4514_4517_a8,0.15505671,0.045985399,7456,0.15505671,0.045985399,0.09267078,0.027082428
21953,brakfontein_otzeniana_UV/4514_4517_b1,0.20418044,0.08470822,524288,0.20418044,0.08470822,0.124377697,0.048018092
21954,brakfontein_otzeniana_UV/4514_4517_b2,0.165284117,0.053156737,78251,0.165284117,0.053156737,0.099357767,0.031184105
21955,brakfontein_otzeniana_UV/4514_4517_b3,0.129611314,0.054831555,701608,0.129611314,0.054831555,0.079658152,0.031189069
21956,brakfontein_otzeniana_UV/4514_4517_b4,0.210504578,0.065416419,7773,0.210504578,0.065416419,0.134841358,0.045553159
21957,brakfontein_otzeniana_UV/4514_4517_b5,0.16052073,0.083095263,171832,0.16052073,0.083095263,0.082467314,0.043906292
21958,brakfontein_otzeniana_UV/4514_4517_b6,0.190189919,0.068705827,22780,0.190189919,0.068705827,0.097667134,0.03509702
21959,brakfontein_otzeniana_UV/4514_4517_b7,0.123765458,0.053710821,1290861,0.123765458,0.053710821,0.059827104,0.02649448
21960,brakfontein_otzeniana_UV/4514_4517_b8,0.226760666,0.090972626,1064180,0.226760666,0.090972626,0.111678301,0.049198291
21961,brakfontein_otzeniana_UV/4514_4517_b9,0.130890619,0.052167927,611070,0.130890619,0.052167927,0.070836195,0.025833356
21962,brakfontein_otzeniana_UV/4514_4517_c1,0.106257474,0.05136492,43943,0.106257474,0.05136492,0.063494888,0.031912713
21963,brakfontein_otzeniana_UV/4514_4517_p1,0.20418044,0.08470822,524288,0.20418044,0.08470822,0.124377697,0.048018092
21964,brakfontein_otzeniana_UV/4514_4517_p2,0.123765458,0.053710821,1290861,0.123765458,0.053710821,0.059827104,0.02649448
21965,brakfontein_otzeniana_UV/4514_4517_p3,0.123765458,0.053710821,1290861,0.123765458,0.053710821,0.059827104,0.02649448
21966,brakfontein_otzeniana_UV/4514_4517_p4,0.226760666,0.090972626,1064180,0.226760666,0.090972626,0.111678301,0.049198291
21967,Copperton_hallii_DE/0984_0987_a1,0.159933901,0.040910657,134479,0.159933901,0.040910657,0.106525535,0.020968677
21968,Copperton_hallii_DE/0984_0987_a2,0.142340482,0.049500564,175055,0.142340482,0.049500564,0.097372909,0.02842927
21969,Copperton_hallii_DE/0984_0987_b1,0.291063793,0.095585353,647850,0.291063793,0.095585353,0.187648541,0.058304178
21970,Copperton_hallii_DE/0984_0987_b2,0.248256186,0.079310797,952,0.248256186,0.079310797,0.129231554,0.036877167
21971,Copperton_hallii_DE/0984_0987_c1,0.092690847,0.031419552,172554,0.092690847,0.031419552,0.044969297,0.015627449
21972,Copperton_hallii_DE/0984_0987_c2,0.085109106,0.035204851,120642,0.085109106,0.035204851,0.043968929,0.017368203
21973,Copperton_hallii_DE/0984_0987_c3,0.115724539,0.038531964,147474,0.115724539,0.038531964,0.059941337,0.019914617
21974,Copperton_hallii_DE/0984_0987_c4,0.106921273,0.038060005,116151,0.106921273,0.038060005,0.056339756,0.019033944
21975,Copperton_hallii_DE/0984_0987_c5,0.121488395,0.037649173,146286,0.121488395,0.037649173,0.06391719,0.018253579
21976,Copperton_hallii_DE/0984_0987_c6,0.090014243,0.031829315,88336,0.090014243,0.031829315,0.046498532,0.015752656
21977,Copperton_hallii_DE/0984_0987_c7,0.096678464,0.040936899,145554,0.096678464,0.040936899,0.052306111,0.022387388
21978,Copperton_hallii_DE/0984_0987_c8,0.1321898,0.049190383,109676,0.1321898,0.049190383,0.07188999,0.026514792
21979,Copperton_hallii_DE/0996_0999_a1,0.113735144,0.039698268,112387,0.113735144,0.039698268,0.076428353,0.02225836
21980,Copperton_hallii_DE/0996_0999_a2,0.09784914,0.041377361,101735,0.09784914,0.041377361,0.067980746,0.023028649
21981,Copperton_hallii_DE/0996_0999_a3,0.125009061,0.049055898,130887,0.125009061,0.049055898,0.079798578,0.02574836
21982,Copperton_hallii_DE/0996_0999_a4,0.113541699,0.053994629,132008,0.113541699,0.053994629,0.074069451,0.030081768
21983,Copperton_hallii_DE/0996_0999_a5,0.106069022,0.046731111,79974,0.106069022,0.046731111,0.066563215,0.025357375
21984,Copperton_hallii_DE/0996_0999_a6,0.090115831,0.051813909,88371,0.090115831,0.051813909,0.059427579,0.02950263
21985,Copperton_hallii_DE/0996_0999_b1,0.21112329,0.050029266,2355,0.21112329,0.050029266,0.128635743,0.035471506
21986,Copperton_hallii_DE/0996_0999_b2,0.204577027,0.050221211,1545,0.204577027,0.050221211,0.111512909,0.021162469
21987,Copperton_hallii_DE/0996_0999_c1,0.066719968,0.031491207,203000,0.066719968,0.031491207,0.028631845,0.016332207
21988,Copperton_hallii_DE/0996_0999_c2,0.069468992,0.034269082,75915,0.069468992,0.034269082,0.029408406,0.017461294
21989,Copperton_hallii_DE/0996_0999_c3,0.043025171,0.029459149,58564,0.043025171,0.029459149,0.018246994,0.015176752
21990,Copperton_hallii_DE/0996_0999_c4,0.078556516,0.035444761,60087,0.078556516,0.035444761,0.035336116,0.01860756
21991,Copperton_hallii_DE/0996_0999_c5,0.13571381,0.047724666,124434,0.13571381,0.047724666,0.071681525,0.02662455
21992,Copperton_hallii_DE/0996_0999_c6,0.094560286,0.03880721,96285,0.094560286,0.03880721,0.040871305,0.020144696
21993,Copperton_hallii_DE/0996_0999_c7,0.074391642,0.034045365,198660,0.074391642,0.034045365,0.035061806,0.01675155
21994,Copperton_hallii_DE/0996_0999_c8,0.069051253,0.042144356,125934,0.069051253,0.042144356,0.028505132,0.021710213
21995,Copperton_hallii_DE/0996_0999_c9,0.10257354,0.049808006,47382,0.10257354,0.049808006,0.047895378,0.025034674
21996,Copperton_hallii_DE/1008_1011_a1,0.155196317,0.04024075,56455,0.155196317,0.04024075,0.102541263,0.021743831
21997,Copperton_hallii_DE/1008_1011_a2,0.152765237,0.048798279,40899,0.152765237,0.048798279,0.107508834,0.027316411
21998,Copperton_hallii_DE/1008_1011_a3,0.143649656,0.038828507,71487,0.143649656,0.038828507,0.10094264,0.021557551
21999,Copperton_hallii_DE/1008_1011_a4,0.133449091,0.047402166,67022,0.133449091,0.047402166,0.097436014,0.02532529
22000,Copperton_hallii_DE/1008_1011_b1,0.225144054,0.079950632,362940,0.225144054,0.079950632,0.149489135,0.047953276
22001,Copperton_hallii_DE/1008_1011_b2,0.182084886,0.062046867,46179,0.182084886,0.062046867,0.113565271,0.033319084
22002,Copperton_hallii_DE/1008_1011_b3,0.058317901,0.014156009,3728,0.058317901,0.014156009,0.046561419,0.007353464
22003,Copperton_hallii_DE/1008_1011_b4,0.107358182,0.038779148,245288,0.107358182,0.038779148,0.078724193,0.022944274
22004,Copperton_hallii_DE/1008_1011_c1,0.111687843,0.026810165,55936,0.111687843,0.026810165,0.065566402,0.014645685
22005,Copperton_hallii_DE/1008_1011_c2,0.123788591,0.034756657,27339,0.123788591,0.034756657,0.069980953,0.018289247
22006,Copperton_hallii_DE/1008_1011_c3,0.169266669,0.038534323,60019,0.169266669,0.038534323,0.10071483,0.021090372
22007,Copperton_hallii_DE/1008_1011_c4,0.11561211,0.034388375,60435,0.11561211,0.034388375,0.066883482,0.020296769
22008,Copperton_hallii_DE/1008_1011_c5,0.098478834,0.028858111,92436,0.098478834,0.028858111,0.061059502,0.015952295
22009,Copperton_hallii_DE/1008_1011_c6,0.12740745,0.039205758,52919,0.12740745,0.039205758,0.079304045,0.02125218
22010,Copperton_hallii_DE/1008_1011_c7,0.127826158,0.035792084,117960,0.127826158,0.035792084,0.074747106,0.018513613
22011,Copperton_hallii_DE/1008_1011_p1,0.182084886,0.062046867,46179,0.182084886,0.062046867,0.113565271,0.033319084
22012,Copperton_hallii_DE/1020_1023_a2,0.196378477,0.046536123,100487,0.196378477,0.046536123,0.125712328,0.022680421
22013,Copperton_hallii_DE/1020_1023_a2,0.199812921,0.055802071,81826,0.199812921,0.055802071,0.126217056,0.028345491
22014,Copperton_hallii_DE/1020_1023_a3,0.199924808,0.04799334,81764,0.199924808,0.04799334,0.132763344,0.024619463
22015,Copperton_hallii_DE/1020_1023_a4,0.207833696,0.055657901,95241,0.207833696,0.055657901,0.13766411,0.02848508
22016,Copperton_hallii_DE/1020_1023_b1,0.379566992,0.133084056,495452,0.379566992,0.133084056,0.222066151,0.073651243
22017,Copperton_hallii_DE/1020_1023_b2,0.350014263,0.156560689,484872,0.350014263,0.156560689,0.212077932,0.087961008
22018,Copperton_hallii_DE/1020_1023_b3,0.217323816,0.085916295,161922,0.217323816,0.085916295,0.131229621,0.048667781
22019,Copperton_hallii_DE/1020_1023_b4,0.359568459,0.083419451,113736,0.359568459,0.083419451,0.21594606,0.045560108
22020,Copperton_hallii_DE/1020_1023_b5,0.182341769,0.062388694,421283,0.182341769,0.062388694,0.107711159,0.029935207
22021,Copperton_hallii_DE/1020_1023_b6,0.27078583,0.118635459,92292,0.27078583,0.118635459,0.169946284,0.064916217
22022,Copperton_hallii_DE/1020_1023_b7,0.277758231,0.077571931,49747,0.277758231,0.077571931,0.17730721,0.043456728
22023,Copperton_hallii_DE/1020_1023_b8,0.296108776,0.125786288,435678,0.296108776,0.125786288,0.197744463,0.073371616
22024,Copperton_hallii_DE/1020_1023_c1,0.152075634,0.043800552,145338,0.152075634,0.043800552,0.081651959,0.021030914
22025,Copperton_hallii_DE/1020_1023_c2,0.12474052,0.035339768,92527,0.12474052,0.035339768,0.067938456,0.016404397
22026,Copperton_hallii_DE/1020_1023_c3,0.110414807,0.032292342,107793,0.110414807,0.032292342,0.064683115,0.015940843
22027,Copperton_hallii_DE/1020_1023_c4,0.138942364,0.041435099,82518,0.138942364,0.041435099,0.077274725,0.021387221
22028,Copperton_hallii_DE/1020_1023_c5,0.157890466,0.037736465,39907,0.157890466,0.037736465,0.086282741,0.017702359
22029,Copperton_hallii_DE/1032_1035_a1,0.117215019,0.028219264,25927,0.117215019,0.028219264,0.081917366,0.014078314
22030,Copperton_hallii_DE/1032_1035_a2,0.116050364,0.032802974,25688,0.116050364,0.032802974,0.080449086,0.016946473
22031,Copperton_hallii_DE/1032_1035_a3,0.139463681,0.037153732,22829,0.139463681,0.037153732,0.093303711,0.01708173
22032,Copperton_hallii_DE/1032_1035_a4,0.125032814,0.042125094,28165,0.125032814,0.042125094,0.08500091,0.021376876
22033,Copperton_hallii_DE/1032_1035_b1,0.160387726,0.052435879,205683,0.160387726,0.052435879,0.112755519,0.035738389
22034,Copperton_hallii_DE/1032_1035_b2,0.137235707,0.06890015,205222,0.137235707,0.06890015,0.098156935,0.037657
22035,Copperton_hallii_DE/1032_1035_b3,0.084022588,0.025386717,21767,0.084022588,0.025386717,0.072333422,0.015255491
22036,Copperton_hallii_DE/1032_1035_c1,0.111834034,0.031521474,47175,0.111834034,0.031521474,0.073177357,0.016299825
22037,Copperton_hallii_DE/1032_1035_c10,0.096589458,0.038916227,45593,0.096589458,0.038916227,0.066049105,0.019804024
22038,Copperton_hallii_DE/1032_1035_c11,0.113070669,0.037087206,85781,0.113070669,0.037087206,0.076629853,0.019604981
22039,Copperton_hallii_DE/1032_1035_c12,0.133482072,0.041124787,58837,0.133482072,0.041124787,0.080450993,0.022866828
22040,Copperton_hallii_DE/1032_1035_c2,0.110525719,0.02802108,117440,0.110525719,0.02802108,0.072271077,0.015859136
22041,Copperton_hallii_DE/1032_1035_c3,0.146828147,0.041524325,133364,0.146828147,0.041524325,0.088976401,0.022472585
22042,Copperton_hallii_DE/1032_1035_c4,0.112003399,0.04096292,97422,0.112003399,0.04096292,0.070352507,0.021927722
22043,Copperton_hallii_DE/1032_1035_c5,0.102859023,0.029606134,32656,0.102859023,0.029606134,0.06463873,0.017093676
22044,Copperton_hallii_DE/1032_1035_c6,0.134359037,0.037400228,70177,0.134359037,0.037400228,0.090628941,0.021043359
22045,Copperton_hallii_DE/1032_1035_c7,0.11999311,0.031555733,40099,0.11999311,0.031555733,0.075625188,0.016537378
22046,Copperton_hallii_DE/1032_1035_c8,0.101443064,0.034377247,76125,0.101443064,0.034377247,0.064985971,0.017487269
22047,Copperton_hallii_DE/1032_1035_c9,0.097553058,0.034143584,79448,0.097553058,0.034143584,0.069786328,0.01893817
22048,Copperton_hallii_DE/1050_1052_a1,0.188006006,0.064712193,54157,0.188006006,0.064712193,0.10977354,0.030928947
22049,Copperton_hallii_DE/1050_1052_a2,0.161283732,0.052011079,37911,0.161283732,0.052011079,0.094851623,0.025392848
22050,Copperton_hallii_DE/1050_1052_a3,0.183818372,0.064774158,38932,0.183818372,0.064774158,0.105726822,0.033719172
22051,Copperton_hallii_DE/1050_1052_a4,0.18485267,0.068898515,49267,0.18485267,0.068898515,0.106787819,0.035668939
22052,Copperton_hallii_DE/1050_1052_b1,0.443174208,0.12348352,98412,0.443174208,0.12348352,0.251914671,0.062948697
22053,Copperton_hallii_DE/1050_1052_b2,0.432816889,0.114639201,26548,0.432816889,0.114639201,0.245974141,0.05735719
22054,Copperton_hallii_DE/1050_1052_b3,0.423440786,0.066673563,210624,0.423440786,0.066673563,0.249541459,0.033815519
22055,Copperton_hallii_DE/1050_1052_b4,0.38180904,0.141774939,290836,0.38180904,0.141774939,0.20501858,0.072628023
22056,Copperton_hallii_DE/1050_1052_b5,0.073860315,0.03613541,22149,0.073860315,0.03613541,0.059599095,0.018609399
22057,Copperton_hallii_DE/1050_1052_c1,0.190456467,0.061656769,60447,0.190456467,0.061656769,0.098561493,0.028920805
22058,Copperton_hallii_DE/1050_1052_c2,0.21562179,0.053209013,74618,0.21562179,0.053209013,0.111852951,0.025010443
22059,Copperton_hallii_DE/1050_1052_c3,0.136203763,0.033163219,72588,0.136203763,0.033163219,0.073785672,0.015932824
22060,Copperton_hallii_DE/1050_1052_c4,0.161530837,0.049481008,36069,0.161530837,0.049481008,0.078023688,0.022020921
22061,Copperton_hallii_DE/1050_1052_c5,0.138643944,0.039312173,67329,0.138643944,0.039312173,0.071959088,0.018819704
22062,Copperton_hallii_DE/1050_1052_c6,0.131725785,0.035936643,37509,0.131725785,0.035936643,0.067387724,0.016565174
22063,Copperton_hallii_DE/1062_1065_a1,0.142415187,0.031188724,64354,0.142415187,0.031188724,0.085738347,0.013447326
22064,Copperton_hallii_DE/1062_1065_a2,0.135930036,0.031313035,75495,0.135930036,0.031313035,0.082836924,0.013205809
22065,Copperton_hallii_DE/1062_1065_a3,0.138678339,0.037339684,64210,0.138678339,0.037339684,0.085742184,0.016621595
22066,Copperton_hallii_DE/1062_1065_a4,0.140176237,0.048484518,61824,0.140176237,0.048484518,0.084947813,0.022667571
22067,Copperton_hallii_DE/1062_1065_b1,0.389610074,0.157411792,384339,0.389610074,0.157411792,0.224043976,0.079111213
22068,Copperton_hallii_DE/1062_1065_b2,0.308506625,0.129980798,898716,0.308506625,0.129980798,0.18449203,0.064149873
22069,Copperton_hallii_DE/1062_1065_b3,0.215557747,0.061254343,3297,0.215557747,0.061254343,0.1125545,0.030832419
22070,Copperton_hallii_DE/1062_1065_b4,0.236635968,0.116577641,34646,0.236635968,0.116577641,0.14177667,0.062446794
22071,Copperton_hallii_DE/1062_1065_b5,0.219500397,0.074799981,27318,0.219500397,0.074799981,0.119917968,0.035617342
22072,Copperton_hallii_DE/1062_1065_b6,0.291700047,0.078556955,126951,0.291700047,0.078556955,0.162654793,0.041113975
22073,Copperton_hallii_DE/1062_1065_b7,0.500721346,0.162984975,279800,0.500721346,0.162984975,0.294417993,0.088296558
22074,Copperton_hallii_DE/1062_1065_b8,0.097611804,0.029950316,105694,0.097611804,0.029950316,0.065887206,0.015047428
22075,Copperton_hallii_DE/1062_1065_c1,0.114411934,0.042214459,69246,0.114411934,0.042214459,0.057072923,0.019504132
22076,Copperton_hallii_DE/1062_1065_c2,0.139122752,0.039661706,125767,0.139122752,0.039661706,0.072633713,0.019355348
22077,Copperton_hallii_DE/1062_1065_c3,0.122502777,0.042667179,46022,0.122502777,0.042667179,0.05981365,0.019693354
22078,Copperton_hallii_DE/1062_1065_c4,0.115639993,0.03578281,48454,0.115639993,0.03578281,0.057402294,0.016747679
22079,Copperton_hallii_DE/1062_1065_p1,0.308506625,0.129980798,898716,0.308506625,0.129980798,0.18449203,0.064149873
22080,Copperton_hallii_DE/1062_1065_p2,0.291700047,0.078556955,126951,0.291700047,0.078556955,0.162654793,0.041113975
22081,Copperton_hallii_DE/1074_1077_a1,0.180973198,0.043350185,67370,0.180973198,0.043350185,0.095653674,0.016912619
22082,Copperton_hallii_DE/1074_1077_a2,0.155105049,0.048618723,48608,0.155105049,0.048618723,0.085757815,0.019149786
22083,Copperton_hallii_DE/1074_1077_a3,0.180038317,0.048155922,44875,0.180038317,0.048155922,0.094433366,0.023045488
22084,Copperton_hallii_DE/1074_1077_a4,0.158504778,0.049564657,56636,0.158504778,0.049564657,0.087026639,0.024097849
22085,Copperton_hallii_DE/1074_1077_b1,0.13536093,0.027498353,2072,0.13536093,0.027498353,0.091960999,0.015424939
22086,Copperton_hallii_DE/1074_1077_b2,0.316754564,0.118817297,4382,0.316754564,0.118817297,0.176978285,0.071128694
